"번호","sourceSegment","exerciseStableKey","운동명","bodyRegion","category","forceType","movementPattern","movementCategory","laterality","plane","equipmentTags","primaryMuscles","secondaryMuscles","scapularDemand","hipDemand","legacyJointEmphasis","jointEmphasisAuthority","운동군","운동군_ko","연구구분","대표연구운동","scoreStatus","scoreRowCount","mappedLoadUnitStableKeys","mappedJointComplexStableKeys","mappedComponentTissueStableKeys","mappedLoadUnitCount","P_load_profile","DoseBasis","DoseUnit","DoseRule","metadataUpdatedAt","description"
"87","UPPER_95","ex_9f283612","원암 인클라인 덤벨 프레스","UPPER","근력운동","PUSH","PUSH_HORIZONTAL|CHEST_STRENGTH|UNILATERAL_UPPER|ANTI_ROTATION_SUPPORT","STRENGTH","UNILATERAL","TRANSVERSE","덤벨|콘/마커","상부대흉근","전면삼각근/삼두근/코어","SCAPULAR_CONTROL_LIGHT","","SHOULDER|ELBOW","DEPRECATED_AFTER_NEW_MAP","BENCH_UNILATERAL","편측 수평 프레스","운동군 전이","N","SCORED_RESEARCH_DRAFT","19","lu_0a858e59a0|lu_0e8a3f133f|lu_211533cb7a|lu_3298f78330|lu_3e640e59e9|lu_45688de60a|lu_63101fe8b2|lu_6573d7bf8a|lu_889f90c55d|lu_8df6cfe570|lu_9244162017|lu_a706efdddb|lu_bdb58738eb|lu_c11995f705|lu_c8bfbfac3b|lu_d5838e52ca|lu_d967354bce|lu_dec56c15d8|lu_ff559f42cd","jc_0876f954f2|jc_209871f411|jc_6e7ae18e56|jc_864898a64c|jc_9caf42a031|jc_eadfb381fa|jc_ffd0b0e192","tissue_064e589e94|tissue_06987e1084|tissue_1e675db416|tissue_21a56b379e|tissue_36333205dc|tissue_514b348f95|tissue_599a0d89b2|tissue_5a54f92c2b|tissue_5a830323a8|tissue_602356a435|tissue_70a3bb1152|tissue_7b4b07fabb|tissue_7c9fa6743b|tissue_8e5c3b2414|tissue_976c1a9c26|tissue_a19cc622c3|tissue_aabc5cfcea|tissue_aadec158d8|tissue_ae1c99e3b2|tissue_b30624a2b0|tissue_ba1d866e61|tissue_c60f2bd1f5|tissue_e1c9db452e|tissue_e30af10e4a|tissue_e8f0be87e6|tissue_e9120f4563|tissue_ed3eafe58e|tissue_fcc58a85e8","19","SMOOTH_CYCLE","WEIGHTED_REPETITION","유효중량·회","effectiveLoad × reps × sets × ROM × effortModifier","1781278881407","인클라인 벤치에서 한 팔씩 덤벨을 밀어 올린다. 상부 가슴과 어깨 전면의 좌우 차이를 확인한다."
"88","UPPER_95","ex_b076570e","원암 케이블 래터럴 레이즈","UPPER","근력운동","ISOLATION","SHOULDER_ABDUCTION|SHOULDER_ISOLATION|SHOULDER_ACCESSORY|UNILATERAL_UPPER","ACCESSORY","UNILATERAL","FRONTAL","케이블","측면삼각근","상부승모근/회전근개","SCAPULAR_CONTROL_LIGHT","","SHOULDER","DEPRECATED_AFTER_NEW_MAP","LATERAL_RAISE","견관절 외전 레이즈","운동군 전이","N","SCORED_RESEARCH_DRAFT","9","lu_0a858e59a0|lu_211533cb7a|lu_3298f78330|lu_3e640e59e9|lu_6573d7bf8a|lu_c11995f705|lu_c8bfbfac3b|lu_d5838e52ca|lu_dec56c15d8","jc_0876f954f2|jc_6e7ae18e56|jc_9caf42a031|jc_ffd0b0e192","tissue_1e675db416|tissue_36333205dc|tissue_514b348f95|tissue_5a830323a8|tissue_602356a435|tissue_70a3bb1152|tissue_976c1a9c26|tissue_a19cc622c3|tissue_aabc5cfcea|tissue_b30624a2b0|tissue_ba1d866e61|tissue_c60f2bd1f5|tissue_e1c9db452e|tissue_ed3eafe58e|tissue_fcc58a85e8","9","SMOOTH_CYCLE","WEIGHTED_REPETITION","유효중량·회","effectiveLoad × reps × sets × ROM × effortModifier","1781278881407","한 팔씩 케이블을 옆으로 든다. 어깨가 올라가지 않게 하고 좌우 측면삼각근 차이를 따로 기록한다."
"89","UPPER_95","ex_c536edc2","원암 케이블 숄더프레스","UPPER","근력운동","PUSH","PUSH_VERTICAL|SHOULDER_STRENGTH|SCAPULAR_UPWARD_ROTATION|SHOULDER_STABILITY_SUPPORT|TRUNK_STABILITY_SUPPORT|UNILATERAL_UPPER","STRENGTH","UNILATERAL","SAGITTAL","케이블","전면삼각근/측면삼각근","삼두근/코어/회전근개","SCAPULAR_UPWARD_ROTATION|ROTATOR_CUFF_SUPPORT","","SHOULDER|ELBOW","DEPRECATED_AFTER_NEW_MAP","OHP_UNILATERAL","편측·하프닐링 수직 프레스","운동군 전이","N","RESEARCH_CORRECTED_V0.2","23","lu_0a858e59a0|lu_0e8a3f133f|lu_211533cb7a|lu_3298f78330|lu_3e640e59e9|lu_3f748b96b1|lu_45688de60a|lu_63101fe8b2|lu_6573d7bf8a|lu_6e950505da|lu_8df6cfe570|lu_9244162017|lu_9cf6b4fc69|lu_9db157ba90|lu_a706efdddb|lu_bdb58738eb|lu_c11995f705|lu_c8bfbfac3b|lu_d5838e52ca|lu_d967354bce|lu_dec56c15d8|lu_f037b5f8ea|lu_ff559f42cd","jc_0876f954f2|jc_209871f411|jc_5c5aab6f67|jc_6e7ae18e56|jc_864898a64c|jc_9caf42a031|jc_eadfb381fa|jc_ffd0b0e192","tissue_064e589e94|tissue_06987e1084|tissue_1e675db416|tissue_21a56b379e|tissue_34a9253eea|tissue_36333205dc|tissue_514b348f95|tissue_599a0d89b2|tissue_5a830323a8|tissue_602356a435|tissue_70a3bb1152|tissue_7b4b07fabb|tissue_7c9fa6743b|tissue_8d017eed91|tissue_8e5c3b2414|tissue_95b1b0da1b|tissue_976c1a9c26|tissue_9ab4c9cc90|tissue_a19cc622c3|tissue_aabc5cfcea|tissue_aadec158d8|tissue_ae1c99e3b2|tissue_b30624a2b0|tissue_ba1d866e61|tissue_bb60f64b7d|tissue_c1250f12e6|tissue_c60f2bd1f5|tissue_caedb51e8e|tissue_e1c9db452e|tissue_e30af10e4a|tissue_e8f0be87e6|tissue_e9120f4563|tissue_ed3eafe58e|tissue_fcc58a85e8","23","SMOOTH_CYCLE","WEIGHTED_REPETITION","유효중량·회","effectiveLoad × reps × sets × ROM × effortModifier","1781278881407","케이블 저항을 한 팔로 위로 민다. 저항 방향이 흔들리므로 어깨와 몸통 안정성을 함께 요구한다."
"90","UPPER_95","ex_3d5719de","원암 케이블 컬","UPPER","근력운동","ISOLATION","ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT|UNILATERAL_UPPER","ACCESSORY","UNILATERAL","SAGITTAL","케이블","이두근","전완근/코어","","","ELBOW|WRIST","DEPRECATED_AFTER_NEW_MAP","CURL_SUPINATED","회외·중립 이두 컬","운동군 전이","N","SCORED_RESEARCH_DRAFT","11","lu_0fff8b2ee4|lu_1b115c8b4f|lu_52a0b0ba44|lu_6573d7bf8a|lu_8af4d2c3e7|lu_a706efdddb|lu_b929d8ffe5|lu_c11995f705|lu_c738cc0a37|lu_dec56c15d8|lu_e11d5f58a5","jc_0876f954f2|jc_6e7ae18e56|jc_7ac0533b9d|jc_eadfb381fa","tissue_1e675db416|tissue_21f8300cc1|tissue_228c25da18|tissue_2e1ef7f7e0|tissue_4360531007|tissue_45c03145ee|tissue_4608205e92|tissue_5a830323a8|tissue_6ab8c8af59|tissue_8e5c3b2414|tissue_a19cc622c3|tissue_a5051659e6|tissue_af7cdbd941|tissue_ba1d866e61|tissue_bda5f6c880|tissue_c1221f5e4e|tissue_c60f2bd1f5|tissue_c98e4f0e0c|tissue_e1c9db452e|tissue_e30af10e4a|tissue_fcc58a85e8","11","SMOOTH_CYCLE","WEIGHTED_REPETITION","유효중량·회","effectiveLoad × reps × sets × ROM × effortModifier","1781278881407","케이블 손잡이를 한 팔씩 말아 올린다. 팔꿈치를 고정해 좌우 이두 수축 차이를 보기 쉽다."
"91","UPPER_95","ex_5322f2d1","원암 케이블 트라이셉스 푸시다운","UPPER","근력운동","ISOLATION","ELBOW_EXTENSION|TRICEPS_ISOLATION|ARM_ACCESSORY|UNILATERAL_UPPER","ACCESSORY","UNILATERAL","SAGITTAL","케이블","삼두근","전완근/코어","SHOULDER_STABILITY_LIGHT","","ELBOW|SHOULDER","DEPRECATED_AFTER_NEW_MAP","TRICEPS_PUSHDOWN","중립자세 팔꿈치 신전","운동군 전이","N","SCORED_RESEARCH_DRAFT","5","lu_63101fe8b2|lu_6573d7bf8a|lu_a706efdddb|lu_c11995f705|lu_dec56c15d8","jc_0876f954f2|jc_6e7ae18e56|jc_eadfb381fa","tissue_1e675db416|tissue_5a830323a8|tissue_7c9fa6743b|tissue_8e5c3b2414|tissue_a19cc622c3|tissue_ba1d866e61|tissue_c60f2bd1f5|tissue_e1c9db452e|tissue_e30af10e4a|tissue_fcc58a85e8","5","SMOOTH_CYCLE","WEIGHTED_REPETITION","유효중량·회","effectiveLoad × reps × sets × ROM × effortModifier","1781278881407","한 팔씩 케이블을 아래로 밀어 팔꿈치를 편다. 팔꿈치 위치를 고정해 좌우 삼두 차이를 확인한다."
"92","UPPER_95","ex_442617f6","원암 케이블 플라이","UPPER","근력운동","PUSH","CHEST_FLY|CHEST_ACCESSORY|SHOULDER_HORIZONTAL_ADDUCTION","ACCESSORY","UNILATERAL","TRANSVERSE","케이블","대흉근","전면삼각근/코어","SCAPULAR_CONTROL_LIGHT","","SHOULDER","DEPRECATED_AFTER_NEW_MAP","CHEST_FLY","체스트 플라이","운동군 전이","N","SCORED_RESEARCH_DRAFT","16","lu_0a858e59a0|lu_0e8a3f133f|lu_211533cb7a|lu_3298f78330|lu_3e640e59e9|lu_45688de60a|lu_63101fe8b2|lu_6573d7bf8a|lu_889f90c55d|lu_8df6cfe570|lu_9244162017|lu_a706efdddb|lu_bdb58738eb|lu_c11995f705|lu_d5838e52ca|lu_dec56c15d8","jc_0876f954f2|jc_6e7ae18e56|jc_864898a64c|jc_9caf42a031|jc_eadfb381fa|jc_ffd0b0e192","tissue_064e589e94|tissue_1e675db416|tissue_36333205dc|tissue_514b348f95|tissue_599a0d89b2|tissue_5a54f92c2b|tissue_5a830323a8|tissue_602356a435|tissue_70a3bb1152|tissue_7b4b07fabb|tissue_7c9fa6743b|tissue_8e5c3b2414|tissue_976c1a9c26|tissue_a19cc622c3|tissue_aadec158d8|tissue_ae1c99e3b2|tissue_b30624a2b0|tissue_ba1d866e61|tissue_c60f2bd1f5|tissue_e1c9db452e|tissue_e30af10e4a|tissue_e8f0be87e6|tissue_e9120f4563|tissue_ed3eafe58e|tissue_fcc58a85e8","16","SMOOTH_CYCLE","WEIGHTED_REPETITION","유효중량·회","effectiveLoad × reps × sets × ROM × effortModifier","1781278881407","케이블을 한 팔씩 몸 앞쪽으로 모은다. 몸통 회전을 억제하면서 가슴 수축과 좌우 차이를 따로 본다."
"93","UPPER_95","ex_40fa57be","원암 케이블 하이 로우","UPPER","근력운동","PULL","PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION|UNILATERAL_UPPER","STRENGTH","UNILATERAL","TRANSVERSE","케이블","광배근/하부승모근","능형근/후면삼각근/코어","SCAPULAR_RETRACTION","","SHOULDER|ELBOW","DEPRECATED_AFTER_NEW_MAP","ROW_UNILATERAL","편측 수평 로우","운동군 전이","N","SCORED_RESEARCH_DRAFT","22","lu_0a858e59a0|lu_0e8a3f133f|lu_0fff8b2ee4|lu_1b115c8b4f|lu_211533cb7a|lu_3298f78330|lu_3e640e59e9|lu_3f748b96b1|lu_45688de60a|lu_4a4649760b|lu_52a0b0ba44|lu_641c50bab9|lu_6573d7bf8a|lu_6e950505da|lu_8af4d2c3e7|lu_8df6cfe570|lu_a706efdddb|lu_b929d8ffe5|lu_c11995f705|lu_d5838e52ca|lu_dec56c15d8|lu_f037b5f8ea","jc_0876f954f2|jc_5c5aab6f67|jc_6e7ae18e56|jc_864898a64c|jc_9caf42a031|jc_eadfb381fa|jc_ffd0b0e192","tissue_064e589e94|tissue_1e675db416|tissue_228c25da18|tissue_2e1ef7f7e0|tissue_34a9253eea|tissue_36333205dc|tissue_4360531007|tissue_45c03145ee|tissue_514b348f95|tissue_599a0d89b2|tissue_5a830323a8|tissue_5e2ccec798|tissue_602356a435|tissue_6ab8c8af59|tissue_70a3bb1152|tissue_7b4b07fabb|tissue_86a1e65e56|tissue_8e5c3b2414|tissue_976c1a9c26|tissue_a19cc622c3|tissue_a5051659e6|tissue_b30624a2b0|tissue_ba1d866e61|tissue_bb60f64b7d|tissue_bda5f6c880|tissue_c1221f5e4e|tissue_c1250f12e6|tissue_c60f2bd1f5|tissue_c98e4f0e0c|tissue_caedb51e8e|tissue_e1c9db452e|tissue_e30af10e4a|tissue_e9120f4563|tissue_ed3eafe58e|tissue_ee46bd1740|tissue_fcc58a85e8","22","SMOOTH_CYCLE","WEIGHTED_REPETITION","유효중량·회","effectiveLoad × reps × sets × ROM × effortModifier","1781278881407","높은 케이블을 한쪽 팔로 대각선 아래로 당긴다. 스매시 후 당기는 패턴과 견갑 하강을 보강한다."
"94","UPPER_95","ex_86323ed6","원암 해머 컬","UPPER","근력운동","ISOLATION","ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT|BRACHIALIS_BRACHIORADIALIS|UNILATERAL_UPPER","ACCESSORY","UNILATERAL","SAGITTAL","덤벨","상완요골근/이두근","전완근/그립","","","ELBOW|WRIST","DEPRECATED_AFTER_NEW_MAP","CURL_NEUTRAL","중립그립 해머 컬","운동군 전이","N","SCORED_RESEARCH_DRAFT","11","lu_0fff8b2ee4|lu_1b115c8b4f|lu_52a0b0ba44|lu_6573d7bf8a|lu_8af4d2c3e7|lu_a706efdddb|lu_b929d8ffe5|lu_c11995f705|lu_c738cc0a37|lu_dec56c15d8|lu_e11d5f58a5","jc_0876f954f2|jc_6e7ae18e56|jc_7ac0533b9d|jc_eadfb381fa","tissue_1e675db416|tissue_21f8300cc1|tissue_228c25da18|tissue_2e1ef7f7e0|tissue_4360531007|tissue_45c03145ee|tissue_4608205e92|tissue_5a830323a8|tissue_6ab8c8af59|tissue_8e5c3b2414|tissue_a19cc622c3|tissue_a5051659e6|tissue_af7cdbd941|tissue_ba1d866e61|tissue_bda5f6c880|tissue_c1221f5e4e|tissue_c60f2bd1f5|tissue_c98e4f0e0c|tissue_e1c9db452e|tissue_e30af10e4a|tissue_fcc58a85e8","11","SMOOTH_CYCLE","WEIGHTED_REPETITION","유효중량·회","effectiveLoad × reps × sets × ROM × effortModifier","1781278881407","엄지가 위를 향하게 잡고 한 팔씩 들어 올린다. 라켓 그립과 전완 버티는 힘을 함께 보강한다."
"95","LOWER_90","ex_64661229","월싯","LOWER","근력운동","LOWER_BODY","KNEE_DOMINANT|LOWER_BODY_STRENGTH","STRENGTH","BILATERAL","SAGITTAL","벽","대퇴사두근","둔근/코어","","","HIP|KNEE","DEPRECATED_AFTER_NEW_MAP","KNEE_DOMINANT","","신규 연구","N","EXISTING_SCORE_MIGRATED","11","lu_2d44aafe1e|lu_3d242daa59|lu_7d200f36f3|lu_9a06d0adb2|lu_a18a644473|lu_a9651bd8d7|lu_bf3f500760|lu_d7b54824bb|lu_d967354bce|lu_f4005dd228|lu_ff559f42cd","jc_209871f411|jc_4201fb72f3|jc_6326ea19a8|jc_ad7382e4b2|jc_ae763d5994","tissue_01df1d3a7f|tissue_06987e1084|tissue_21a56b379e|tissue_23a874341a|tissue_50091b2878|tissue_7545ba6787|tissue_816066da61|tissue_8ce649f960|tissue_8dc13da436|tissue_91887f185f|tissue_f41bde5976","11","HOLD","HOLD_TIME","초(s)","대표 M × 유지초 × 세트 × effortModifier. 유지시간은 T가 아니라 Dose에만 누적.","1781278881407","벽에 등을 기대고 무릎을 굽힌 상태로 버틴다. 무릎 각도와 허리 위치를 일정하게 유지한다."
"96","UPPER_95","ex_e159d15a","인버티드 로우","UPPER","근력운동","PULL","PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION|CORE_STABILITY_SUPPORT","STRENGTH","BILATERAL","TRANSVERSE","TRX/링","광배근/능형근","후면삼각근/이두근/코어","SCAPULAR_RETRACTION","","SHOULDER|ELBOW","DEPRECATED_AFTER_NEW_MAP","ROW_BODYWEIGHT","맨몸 수평 로우","대표 연구","Y","SCORED_RESEARCH_DRAFT","22","lu_0a858e59a0|lu_0fff8b2ee4|lu_1b115c8b4f|lu_211533cb7a|lu_3298f78330|lu_3e640e59e9|lu_3f748b96b1|lu_4a4649760b|lu_52a0b0ba44|lu_641c50bab9|lu_6573d7bf8a|lu_6e950505da|lu_8af4d2c3e7|lu_8df6cfe570|lu_a706efdddb|lu_b929d8ffe5|lu_c11995f705|lu_d5838e52ca|lu_d967354bce|lu_dec56c15d8|lu_f037b5f8ea|lu_ff559f42cd","jc_0876f954f2|jc_209871f411|jc_5c5aab6f67|jc_6e7ae18e56|jc_9caf42a031|jc_eadfb381fa|jc_ffd0b0e192","tissue_06987e1084|tissue_1e675db416|tissue_21a56b379e|tissue_228c25da18|tissue_2e1ef7f7e0|tissue_34a9253eea|tissue_36333205dc|tissue_4360531007|tissue_45c03145ee|tissue_514b348f95|tissue_5a830323a8|tissue_5e2ccec798|tissue_602356a435|tissue_6ab8c8af59|tissue_70a3bb1152|tissue_7b4b07fabb|tissue_86a1e65e56|tissue_8e5c3b2414|tissue_976c1a9c26|tissue_a19cc622c3|tissue_a5051659e6|tissue_b30624a2b0|tissue_ba1d866e61|tissue_bb60f64b7d|tissue_bda5f6c880|tissue_c1221f5e4e|tissue_c1250f12e6|tissue_c60f2bd1f5|tissue_c98e4f0e0c|tissue_caedb51e8e|tissue_e1c9db452e|tissue_e30af10e4a|tissue_e9120f4563|tissue_ed3eafe58e|tissue_ee46bd1740|tissue_fcc58a85e8","22","SMOOTH_CYCLE","BODYWEIGHT_REPETITION","유효체중·회","0.60 × bodyWeight × reps × sets × ROM × effortModifier","1781278881407","바 아래에 몸을 두고 가슴을 바 쪽으로 당긴다. 몸을 곧게 유지해 등과 견갑 제어를 함께 훈련한다."
"97","UPPER_95","ex_d5048362","인클라인 덤벨 컬","UPPER","근력운동","ISOLATION","ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT","ACCESSORY","BILATERAL","SAGITTAL","덤벨|콘/마커","이두근 장두","전완근","","","ELBOW|WRIST","DEPRECATED_AFTER_NEW_MAP","CURL_SUPINATED","회외·중립 이두 컬","운동군 전이","N","RESEARCH_CORRECTED_V0.2","11","lu_0fff8b2ee4|lu_1b115c8b4f|lu_52a0b0ba44|lu_6573d7bf8a|lu_8af4d2c3e7|lu_a706efdddb|lu_b929d8ffe5|lu_c11995f705|lu_c738cc0a37|lu_dec56c15d8|lu_e11d5f58a5","jc_0876f954f2|jc_6e7ae18e56|jc_7ac0533b9d|jc_eadfb381fa","tissue_1e675db416|tissue_21f8300cc1|tissue_228c25da18|tissue_2e1ef7f7e0|tissue_4360531007|tissue_45c03145ee|tissue_4608205e92|tissue_5a830323a8|tissue_6ab8c8af59|tissue_8e5c3b2414|tissue_a19cc622c3|tissue_a5051659e6|tissue_af7cdbd941|tissue_ba1d866e61|tissue_bda5f6c880|tissue_c1221f5e4e|tissue_c60f2bd1f5|tissue_c98e4f0e0c|tissue_e1c9db452e|tissue_e30af10e4a|tissue_fcc58a85e8","11","SMOOTH_CYCLE","WEIGHTED_REPETITION","유효중량·회","effectiveLoad × reps × sets × ROM × effortModifier","1781278881407","기울인 벤치에 기대 팔을 뒤쪽에 둔 상태로 컬한다. 이두가 늘어난 위치에서 천천히 시작한다."
"98","UPPER_95","ex_a61f1e96","인클라인 덤벨 프레스","UPPER","근력운동","PUSH","PUSH_HORIZONTAL|CHEST_STRENGTH","STRENGTH","BILATERAL","TRANSVERSE","덤벨|콘/마커","상부대흉근","전면삼각근/삼두근","SCAPULAR_CONTROL_LIGHT","","SHOULDER|ELBOW","DEPRECATED_AFTER_NEW_MAP","BENCH_INCLINE","인클라인 수평 프레스","운동군 전이","N","SCORED_RESEARCH_DRAFT","15","lu_0a858e59a0|lu_211533cb7a|lu_3298f78330|lu_3e640e59e9|lu_63101fe8b2|lu_6573d7bf8a|lu_889f90c55d|lu_8df6cfe570|lu_9244162017|lu_a706efdddb|lu_bdb58738eb|lu_c11995f705|lu_c8bfbfac3b|lu_d5838e52ca|lu_dec56c15d8","jc_0876f954f2|jc_6e7ae18e56|jc_9caf42a031|jc_eadfb381fa|jc_ffd0b0e192","tissue_1e675db416|tissue_36333205dc|tissue_514b348f95|tissue_5a54f92c2b|tissue_5a830323a8|tissue_602356a435|tissue_70a3bb1152|tissue_7b4b07fabb|tissue_7c9fa6743b|tissue_8e5c3b2414|tissue_976c1a9c26|tissue_a19cc622c3|tissue_aabc5cfcea|tissue_aadec158d8|tissue_ae1c99e3b2|tissue_b30624a2b0|tissue_ba1d866e61|tissue_c60f2bd1f5|tissue_e1c9db452e|tissue_e30af10e4a|tissue_e8f0be87e6|tissue_e9120f4563|tissue_ed3eafe58e|tissue_fcc58a85e8","15","SMOOTH_CYCLE","WEIGHTED_REPETITION","유효중량·회","effectiveLoad × reps × sets × ROM × effortModifier","1781278881407","인클라인 덤벨 프레스: 자세와 관절 정렬을 유지한 채 반복한다. 주동근은 상부대흉근이고, 전면삼각근/삼두근이 흔들리지 않게 보조한다."
"99","UPPER_95","ex_a61f307a","인클라인 덤벨 플라이","UPPER","근력운동","PUSH","CHEST_FLY|CHEST_ACCESSORY|SHOULDER_HORIZONTAL_ADDUCTION","ACCESSORY","BILATERAL","TRANSVERSE","덤벨|콘/마커","상부대흉근","전면삼각근/전거근","SCAPULAR_CONTROL_LIGHT","","SHOULDER","DEPRECATED_AFTER_NEW_MAP","CHEST_FLY","체스트 플라이","운동군 전이","N","RESEARCH_CORRECTED_V0.2","14","lu_0a858e59a0|lu_211533cb7a|lu_3298f78330|lu_3e640e59e9|lu_63101fe8b2|lu_6573d7bf8a|lu_889f90c55d|lu_8df6cfe570|lu_9244162017|lu_a706efdddb|lu_bdb58738eb|lu_c11995f705|lu_d5838e52ca|lu_dec56c15d8","jc_0876f954f2|jc_6e7ae18e56|jc_9caf42a031|jc_eadfb381fa|jc_ffd0b0e192","tissue_1e675db416|tissue_36333205dc|tissue_514b348f95|tissue_5a54f92c2b|tissue_5a830323a8|tissue_602356a435|tissue_70a3bb1152|tissue_7b4b07fabb|tissue_7c9fa6743b|tissue_8e5c3b2414|tissue_976c1a9c26|tissue_a19cc622c3|tissue_aadec158d8|tissue_ae1c99e3b2|tissue_b30624a2b0|tissue_ba1d866e61|tissue_c60f2bd1f5|tissue_e1c9db452e|tissue_e30af10e4a|tissue_e8f0be87e6|tissue_e9120f4563|tissue_ed3eafe58e|tissue_fcc58a85e8","14","SMOOTH_CYCLE","WEIGHTED_REPETITION","유효중량·회","effectiveLoad × reps × sets × ROM × effortModifier","1781278881407","기울인 벤치에서 팔을 넓게 열었다가 상부 가슴으로 모은다. 어깨 앞쪽이 밀리지 않게 가동범위를 조절한다."
"100","UPPER_95","ex_e41e8dcf","중량 친업","UPPER","근력운동","PULL","PULL_VERTICAL|BACK_STRENGTH|SCAPULAR_CONTROL|MAX_STRENGTH","STRENGTH","BILATERAL","FRONTAL","덤벨","광배근/이두근","전완근/코어","SCAPULAR_DEPRESSION|SCAPULAR_RETRACTION","","SHOULDER|ELBOW","DEPRECATED_AFTER_NEW_MAP","VERTICAL_PULL_WEIGHTED","중량 수직 당기기","운동군 전이","N","RESEARCH_CORRECTED_V0.2","21","lu_0a858e59a0|lu_0fff8b2ee4|lu_1b115c8b4f|lu_211533cb7a|lu_3298f78330|lu_3e640e59e9|lu_3f748b96b1|lu_4a4649760b|lu_52a0b0ba44|lu_641c50bab9|lu_6573d7bf8a|lu_6e950505da|lu_8af4d2c3e7|lu_8df6cfe570|lu_9cf6b4fc69|lu_9db157ba90|lu_a706efdddb|lu_b929d8ffe5|lu_c11995f705|lu_d5838e52ca|lu_dec56c15d8","jc_0876f954f2|jc_5c5aab6f67|jc_6e7ae18e56|jc_9caf42a031|jc_eadfb381fa|jc_ffd0b0e192","tissue_1e675db416|tissue_228c25da18|tissue_2e1ef7f7e0|tissue_34a9253eea|tissue_36333205dc|tissue_4360531007|tissue_45c03145ee|tissue_514b348f95|tissue_5a830323a8|tissue_5e2ccec798|tissue_602356a435|tissue_6ab8c8af59|tissue_70a3bb1152|tissue_7b4b07fabb|tissue_86a1e65e56|tissue_8d017eed91|tissue_8e5c3b2414|tissue_95b1b0da1b|tissue_976c1a9c26|tissue_9ab4c9cc90|tissue_a19cc622c3|tissue_a5051659e6|tissue_b30624a2b0|tissue_ba1d866e61|tissue_bda5f6c880|tissue_c1221f5e4e|tissue_c1250f12e6|tissue_c60f2bd1f5|tissue_c98e4f0e0c|tissue_caedb51e8e|tissue_e1c9db452e|tissue_e30af10e4a|tissue_e9120f4563|tissue_ed3eafe58e|tissue_ee46bd1740|tissue_fcc58a85e8","21","SMOOTH_CYCLE","BODYWEIGHT_REPETITION","유효체중·회","(bodyWeight + addedWeight) × reps × sets × ROM × effortModifier","1781278881407","친업에 추가 중량을 걸고 당긴다. 팔꿈치 굴곡 힘과 등 힘을 유지하되 실패지점까지 밀지 않는다."
"101","UPPER_95","ex_e41f4c2b","중량 풀업","UPPER","근력운동","PULL","PULL_VERTICAL|BACK_STRENGTH|SCAPULAR_CONTROL|MAX_STRENGTH","STRENGTH","BILATERAL","FRONTAL","덤벨","광배근/대원근","이두근/전완근/코어","SCAPULAR_DEPRESSION|SCAPULAR_RETRACTION","","SHOULDER|ELBOW","DEPRECATED_AFTER_NEW_MAP","VERTICAL_PULL_WEIGHTED","중량 수직 당기기","운동군 전이","N","RESEARCH_CORRECTED_V0.2","21","lu_0a858e59a0|lu_0fff8b2ee4|lu_1b115c8b4f|lu_211533cb7a|lu_3298f78330|lu_3e640e59e9|lu_3f748b96b1|lu_4a4649760b|lu_52a0b0ba44|lu_641c50bab9|lu_6573d7bf8a|lu_6e950505da|lu_8af4d2c3e7|lu_8df6cfe570|lu_9cf6b4fc69|lu_9db157ba90|lu_a706efdddb|lu_b929d8ffe5|lu_c11995f705|lu_d5838e52ca|lu_dec56c15d8","jc_0876f954f2|jc_5c5aab6f67|jc_6e7ae18e56|jc_9caf42a031|jc_eadfb381fa|jc_ffd0b0e192","tissue_1e675db416|tissue_228c25da18|tissue_2e1ef7f7e0|tissue_34a9253eea|tissue_36333205dc|tissue_4360531007|tissue_45c03145ee|tissue_514b348f95|tissue_5a830323a8|tissue_5e2ccec798|tissue_602356a435|tissue_6ab8c8af59|tissue_70a3bb1152|tissue_7b4b07fabb|tissue_86a1e65e56|tissue_8d017eed91|tissue_8e5c3b2414|tissue_95b1b0da1b|tissue_976c1a9c26|tissue_9ab4c9cc90|tissue_a19cc622c3|tissue_a5051659e6|tissue_b30624a2b0|tissue_ba1d866e61|tissue_bda5f6c880|tissue_c1221f5e4e|tissue_c1250f12e6|tissue_c60f2bd1f5|tissue_c98e4f0e0c|tissue_caedb51e8e|tissue_e1c9db452e|tissue_e30af10e4a|tissue_e9120f4563|tissue_ed3eafe58e|tissue_ee46bd1740|tissue_fcc58a85e8","21","SMOOTH_CYCLE","BODYWEIGHT_REPETITION","유효체중·회","(bodyWeight + addedWeight) × reps × sets × ROM × effortModifier","1781278881407","풀업에 추가 중량을 걸고 몸통 흔들림을 줄여 당긴다. 배드민턴의 등/그립/견갑 안정성 강화에 유리하다."
