exerciseStableKey,exerciseNameKo,identityStatus,transferLevel,transferTypeCodes,skillTargetCodes,physicalQualityCodes,courtMovementTypeCodes,transferConfidence,sourceStableKey,inheritanceSourceStableKey,identityResolution,reviewStatus,evidenceSource,provenance,notes
one_arm_gymnastic_ring_row,짐내스틱 링 원암 로우,SELECTABLE_CANONICAL,GENERAL,GENERAL_STRENGTH_SUPPORTIVE,NONE,SCAPULAR_CONTROL|SHOULDER_DURABILITY,NONE,LOW,ex_d9084b5e,ex_d9084b5e,EQUIPMENT_VARIANT_SPLIT,PASS,VERIFIED_EXACT|SOURCE_ACCEPTED,FINAL_CLOSEOUT_SPLIT_FROM_ex_d9084b5e,Equipment-specific identity inherits the reviewed broad badminton-transfer meaning; identity/equipment fields remain variant-specific.
one_arm_suspension_trainer_row,서스펜션 트레이너 원암 로우,SELECTABLE_CANONICAL,GENERAL,GENERAL_STRENGTH_SUPPORTIVE,NONE,SCAPULAR_CONTROL|SHOULDER_DURABILITY,NONE,LOW,ex_d9084b5e,ex_d9084b5e,EQUIPMENT_VARIANT_SPLIT,PASS,VERIFIED_EXACT|SOURCE_ACCEPTED,FINAL_CLOSEOUT_SPLIT_FROM_ex_d9084b5e,Equipment-specific identity inherits the reviewed broad badminton-transfer meaning; identity/equipment fields remain variant-specific.
plate_rotational_press_out,플레이트 로테이셔널 프레스아웃,SELECTABLE_CANONICAL,SUPPORTIVE,ANTI_ROTATION_STABILITY_SUPPORTIVE,ANTI_ROTATION_STABILITY,ANTI_ROTATION_STABILITY|ROTATIONAL_CONTROL|SHOULDER_DURABILITY,NONE,MEDIUM,plate_rotational_press_out,,RETAINED_CANONICAL,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
pull_up,풀업,SELECTABLE_CANONICAL,GENERAL,GENERAL_STRENGTH_SUPPORTIVE,NONE,SCAPULAR_CONTROL|SHOULDER_DURABILITY,NONE,LOW,pull_up,,RETAINED_CANONICAL,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
single_leg_hip_bridge,원레그 힙 브릿지,SELECTABLE_CANONICAL,GENERAL,GENERAL_STRENGTH_SUPPORTIVE,NONE,HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE,NONE,LOW,single_leg_hip_bridge,,RETAINED_CANONICAL,PASS,VERIFIED_FAMILY|SOURCE_ACCEPTED,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
standing_bodyweight_calf_raise,맨몸 스탠딩 카프 레이즈,SELECTABLE_CANONICAL,SUPPORTIVE,ANKLE_CALF_SSC_SUPPORTIVE,CHANGE_OF_DIRECTION|FIRST_STEP|SPLIT_STEP,ACCELERATION|ANKLE_STIFFNESS|CALF_ELASTICITY,NONE,MEDIUM,ex_bd072cd,ex_bd072cd,EQUIPMENT_VARIANT_SPLIT,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,FINAL_CLOSEOUT_SPLIT_FROM_ex_bd072cd,Equipment-specific identity inherits the reviewed broad badminton-transfer meaning; identity/equipment fields remain variant-specific.
standing_calf_raise_machine,스탠딩 카프 레이즈 머신,SELECTABLE_CANONICAL,SUPPORTIVE,ANKLE_CALF_SSC_SUPPORTIVE,CHANGE_OF_DIRECTION|FIRST_STEP|SPLIT_STEP,ACCELERATION|ANKLE_STIFFNESS|CALF_ELASTICITY,NONE,MEDIUM,ex_bd072cd,ex_bd072cd,EQUIPMENT_VARIANT_SPLIT,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,FINAL_CLOSEOUT_SPLIT_FROM_ex_bd072cd,Equipment-specific identity inherits the reviewed broad badminton-transfer meaning; identity/equipment fields remain variant-specific.
standing_dumbbell_calf_raise,덤벨 스탠딩 카프 레이즈,SELECTABLE_CANONICAL,SUPPORTIVE,ANKLE_CALF_SSC_SUPPORTIVE,CHANGE_OF_DIRECTION|FIRST_STEP|SPLIT_STEP,ACCELERATION|ANKLE_STIFFNESS|CALF_ELASTICITY,NONE,MEDIUM,ex_bd072cd,ex_bd072cd,EQUIPMENT_VARIANT_SPLIT,PASS,ANATOMY_SUPPORTED|SOURCE_ACCEPTED,FINAL_CLOSEOUT_SPLIT_FROM_ex_bd072cd,Equipment-specific identity inherits the reviewed broad badminton-transfer meaning; identity/equipment fields remain variant-specific.
suspension_trainer_inverted_row,서스펜션 트레이너 인버티드 로우,SELECTABLE_CANONICAL,GENERAL,GENERAL_STRENGTH_SUPPORTIVE,NONE,SCAPULAR_CONTROL|SHOULDER_DURABILITY,NONE,LOW,ex_e159d15a,ex_e159d15a,EQUIPMENT_VARIANT_SPLIT,PASS,VERIFIED_EXACT|SOURCE_ACCEPTED,FINAL_CLOSEOUT_SPLIT_FROM_ex_e159d15a,Equipment-specific identity inherits the reviewed broad badminton-transfer meaning; identity/equipment fields remain variant-specific.
vipr_chop,바이퍼 회전 아래로,SELECTABLE_CANONICAL,SUPPORTIVE,ROTATION_POWER_SUPPORTIVE,ROTATION_SEQUENCING,CORE_BRACING|GRIP_ENDURANCE|ROTATIONAL_POWER,NONE,MEDIUM,vipr_chop,,RETAINED_CANONICAL,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
vipr_rotational_lift,바이퍼 회전 위로,SELECTABLE_CANONICAL,SUPPORTIVE,ROTATION_POWER_SUPPORTIVE,ROTATION_SEQUENCING,CORE_BRACING|GRIP_ENDURANCE|ROTATIONAL_POWER,NONE,MEDIUM,vipr_rotational_lift,,RETAINED_CANONICAL,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
vipr_rotational_press_out,바이퍼 로테이셔널 프레스아웃,SELECTABLE_CANONICAL,SUPPORTIVE,ANTI_ROTATION_STABILITY_SUPPORTIVE|ROTATION_POWER_SUPPORTIVE,ANTI_ROTATION_STABILITY|ROTATION_SEQUENCING,ANTI_ROTATION_STABILITY|GRIP_ENDURANCE|ROTATIONAL_CONTROL,NONE,MEDIUM,vipr_rotational_press_out,,RETAINED_CANONICAL,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
vipr_step_and_rotate,바이퍼 스텝 앤 로테이트,SELECTABLE_CANONICAL,SUPPORTIVE,ROTATION_POWER_SUPPORTIVE,ROTATION_SEQUENCING,CORE_BRACING|ROTATIONAL_POWER|SINGLE_LEG_STABILITY,NONE,MEDIUM,vipr_step_and_rotate,,RETAINED_CANONICAL,PASS,HEURISTIC_ACCEPTED|SOURCE_ACCEPTED_WITH_LIMITATION,CANONICAL_METADATA_PASS3_1,Existing populated badminton source metadata preserved on the retained canonical identity.
