"fieldName","storageLocation","cardinality","currentProducers","currentConsumers","ofiUsage","programGenerationUsage","muscleAnalysisUsage","badmintonAnalysisUsage","connectiveTissueUsage","uiUsage","backupRestoreUsage","parsingOrSubstringInference","recommendedDisposition"
"transferConfidence","canonical asset plus Room runtime_exercise_metadata override","SINGLE","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataAdapter.kt;app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataPersistence.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/RuntimeMetadataExerciseEditorDialog.kt","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/analysis/proxyperformance/ProxyPerformanceLoadingBuilder.kt;app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/RuntimeMetadataExerciseEditorDialog.kt","NO","NO","NO","NO","NO","YES","YES","NO","PROVENANCE_ONLY"
"accessoryContributionGroup","Room exercises","SINGLE","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/analysis/proxyperformance/ProxyPerformanceLoadingBuilder.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt","NO","NO","NO","NO","NO","YES","NO","YES","DEPRECATE_AFTER_PARITY"
"accessoryRoles","Room exercises","MULTI","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt;app/src/main/java/com/training/trackplanner/data/ExerciseTaxonomy.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt","app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt;app/src/main/java/com/training/trackplanner/data/SlotCapabilityResolver.kt;app/src/main/java/com/training/trackplanner/ExerciseSubcategoryMapper.kt","NO","NO","NO","NO","NO","NO","NO","NO","REVIEW_REQUIRED"
"activityKind","Room exercises","SINGLE","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt;app/src/main/java/com/training/trackplanner/analysis/fatigue/DailyFatigueCalculator.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/analysis/proxyperformance/ProxyPerformanceObservationBuilder.kt;app/src/main/java/com/training/trackplanner/analysis/trends/BadmintonTrainingLoadIndexCalculator.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataAdapter.kt;app/src/main/java/com/training/trackplanner/data/ExercisePlanning.kt;app/src/main/java/com/training/trackplanner/data/ProgramCandidate.kt;app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataPersistence.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt;app/src/main/java/com/training/trackplanner/RuntimeMetadataExerciseEditorDialog.kt","app/src/main/java/com/training/trackplanner/analysis/contracts/UserExerciseAnalysisContractProjector.kt;app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt;app/src/main/java/com/training/trackplanner/analysis/fatigue/DailyFatigueCalculator.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/analysis/proxyperformance/ProxyPerformanceObservationBuilder.kt;app/src/main/java/com/training/trackplanner/data/ProgramCandidate.kt;app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/ExerciseSubcategoryMapper.kt;app/src/main/java/com/training/trackplanner/RecordEntryCard.kt;app/src/main/java/com/training/trackplanner/RuntimeMetadataExerciseEditorDialog.kt","YES","YES","NO","NO","NO","YES","YES","YES","REVIEW_REQUIRED"
"adaptiveBaselineGroups","Room exercises","MULTI","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/analysis/readiness/DailyAnalysisLoadAggregator.kt;app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt","YES","NO","NO","NO","NO","NO","NO","NO","SPLIT_INTO_RELATIONS"
"analysisEligibility","Room exercises","MULTI","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt;app/src/main/java/com/training/trackplanner/analysis/fatigue/DailyFatigueCalculator.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataAdapter.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt;app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataPersistence.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/RuntimeMetadataExerciseEditorDialog.kt","app/src/main/java/com/training/trackplanner/analysis/badminton/BadmintonTransferMetadataMapper.kt;app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt;app/src/main/java/com/training/trackplanner/analysis/fatigue/DailyFatigueCalculator.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/analysis/features/MetadataReadinessReporter.kt;app/src/main/java/com/training/trackplanner/analysis/strengthperformance/StrengthPerformanceRegistry.kt;app/src/main/java/com/training/trackplanner/analysis/trends/BadmintonTrainingLoadIndexCalculator.kt;app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt;app/src/main/java/com/training/trackplanner/data/ProgramCandidate.kt;app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt;app/src/main/java/com/training/trackplanner/data/SlotCapabilityResolver.kt;app/src/main/java/com/training/trackplanner/ExerciseSubcategoryMapper.kt;app/src/main/java/com/training/trackplanner/RuntimeMetadataExerciseEditorDialog.kt","YES","YES","NO","YES","NO","YES","YES","YES","SPLIT_INTO_RELATIONS"
"antiRotationWeight","Room exercises","SINGLE","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","app/src/main/java/com/training/trackplanner/analysis/badminton/BadmintonTransferMetadataMapper.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/analysis/readiness/DailyAnalysisLoadAggregator.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","YES","NO","NO","YES","NO","NO","NO","NO","DEPRECATE_AFTER_PARITY"
"archivedAt","Room exercises","SINGLE","app/src/main/java/com/training/trackplanner/data/ExerciseMetadataEditorService.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt;app/src/main/java/com/training/trackplanner/RuntimeMetadataExerciseEditorDialog.kt","app/src/main/java/com/training/trackplanner/data/ExerciseMetadataEditorService.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/RuntimeMetadataExerciseEditorDialog.kt","NO","NO","NO","NO","NO","YES","NO","NO","KEEP_TYPED_AUTHORITY"
"axialLoadLevel","Room exercises","SINGLE","app/src/main/java/com/training/trackplanner/analysis/badminton/BadmintonTransferMetadataMapper.kt;app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/analysis/metrics/CommonPlanProjectionMetrics.kt;app/src/main/java/com/training/trackplanner/analysis/readiness/DailyAnalysisLoadAggregator.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","app/src/main/java/com/training/trackplanner/analysis/badminton/BadmintonTransferMetadataMapper.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/analysis/metrics/CommonPlanProjectionMetrics.kt;app/src/main/java/com/training/trackplanner/analysis/readiness/DailyAnalysisLoadAggregator.kt;app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt","YES","NO","NO","YES","NO","NO","NO","NO","REVIEW_REQUIRED"
"badmintonSkillTargets","Room exercises","MULTI","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataAdapter.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt;app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataPersistence.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/RuntimeMetadataExerciseEditorDialog.kt","app/src/main/java/com/training/trackplanner/analysis/badminton/BadmintonTransferMetadataMapper.kt;app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt;app/src/main/java/com/training/trackplanner/analysis/fatigue/DailyFatigueCalculator.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt;app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt;app/src/main/java/com/training/trackplanner/ExerciseSubcategoryMapper.kt;app/src/main/java/com/training/trackplanner/RuntimeMetadataExerciseEditorDialog.kt","YES","NO","NO","YES","NO","YES","YES","YES","SPLIT_INTO_RELATIONS"
"badmintonTransferRoles","Room exercises","MULTI","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","app/src/main/java/com/training/trackplanner/analysis/badminton/BadmintonTransferMetadataMapper.kt;app/src/main/java/com/training/trackplanner/analysis/fatigue/DailyFatigueCalculator.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt;app/src/main/java/com/training/trackplanner/data/ProgramCandidate.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt;app/src/main/java/com/training/trackplanner/data/SlotCapabilityResolver.kt;app/src/main/java/com/training/trackplanner/ExerciseSubcategoryMapper.kt","YES","YES","NO","YES","NO","NO","NO","YES","SPLIT_INTO_RELATIONS"
"badmintonTransferStrength","Room exercises","SINGLE","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","app/src/main/java/com/training/trackplanner/analysis/badminton/BadmintonTransferMetadataMapper.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/analysis/readiness/DailyAnalysisLoadAggregator.kt;app/src/main/java/com/training/trackplanner/analysis/trends/BadmintonTrainingLoadIndexCalculator.kt;app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt;app/src/main/java/com/training/trackplanner/data/ProgramCandidate.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt","YES","YES","NO","YES","NO","NO","NO","YES","REVIEW_REQUIRED"
"balanceContributionTags","Room exercises","MULTI","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","app/src/main/java/com/training/trackplanner/analysis/badminton/BadmintonTransferMetadataMapper.kt;app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt;app/src/main/java/com/training/trackplanner/analysis/trends/StrengthPerformanceIndexCalculator.kt;app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt","NO","NO","NO","YES","NO","NO","NO","YES","REVIEW_REQUIRED"
"bodyRegion","Room exercises","SINGLE","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt;app/src/main/java/com/training/trackplanner/analysis/tissue/TissueContextModifier.kt;app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRcvAssetRepository.kt;app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRcvEventLedger.kt;app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt;app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt;app/src/main/java/com/training/trackplanner/RuntimeMetadataExerciseEditorDialog.kt","app/src/main/java/com/training/trackplanner/analysis/tissue/TissueContextModifier.kt;app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRcvEventLedger.kt;app/src/main/java/com/training/trackplanner/data/Daos.kt;app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt;app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt;app/src/main/java/com/training/trackplanner/data/SeedData.kt;app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt;app/src/main/java/com/training/trackplanner/RuntimeMetadataExerciseEditorDialog.kt","NO","NO","NO","NO","YES","YES","YES","YES","SPLIT_INTO_RELATIONS"
