"legacyField","storageOwner","cardinality","currentConsumerModule","consumerLocation","currentRuntimeMeaning","targetLayer","targetRelation","conversionMode","derivationMode","rawSourcePresenceRule","compatibilityStatus","removalGate","parityRisk","knownIssueIds","notes"
"analysisEligibility","canonical asset plus Room runtime_exercise_metadata override","MULTI","shared metadata/data","app/src/main/java/com/training/trackplanner/RuntimeMetadataExerciseEditorDialog.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","SPLIT_EXACT_TOKENS","EXACT_TOKEN_EXPANSION","Nonblank source tokens remain explicit; blank or unknown tokens do not manufacture reviewed relations","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"analysisEligibility","Room exercises","MULTI","badminton analysis","app/src/main/java/com/training/trackplanner/analysis/badminton/BadmintonTransferMetadataMapper.kt","Exercise property consumed by badminton analysis","PROGRAM_GENERATION","ExerciseProgramCapability","SPLIT_EXACT_TOKENS","EXACT_TOKEN_EXPANSION","Nonblank source tokens remain explicit; blank or unknown tokens do not manufacture reviewed relations","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"analysisEligibility","Room exercises","MULTI","shared metadata/data","app/src/main/java/com/training/trackplanner/analysis/core/AnalysisInputCollector.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","SPLIT_EXACT_TOKENS","EXACT_TOKEN_EXPANSION","Nonblank source tokens remain explicit; blank or unknown tokens do not manufacture reviewed relations","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"analysisEligibility","Room exercises","MULTI","OFI/readiness","app/src/main/java/com/training/trackplanner/analysis/fatigue/DailyFatigueCalculator.kt","Exercise property consumed by OFI/readiness","PROGRAM_GENERATION","ExerciseProgramCapability","SPLIT_EXACT_TOKENS","EXACT_TOKEN_EXPANSION","Nonblank source tokens remain explicit; blank or unknown tokens do not manufacture reviewed relations","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"analysisEligibility","Room exercises","MULTI","shared metadata/data","app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","SPLIT_EXACT_TOKENS","EXACT_TOKEN_EXPANSION","Nonblank source tokens remain explicit; blank or unknown tokens do not manufacture reviewed relations","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"analysisEligibility","Room exercises","MULTI","OFI/readiness","app/src/main/java/com/training/trackplanner/analysis/features/MetadataReadinessReporter.kt","Exercise property consumed by OFI/readiness","PROGRAM_GENERATION","ExerciseProgramCapability","SPLIT_EXACT_TOKENS","EXACT_TOKEN_EXPANSION","Nonblank source tokens remain explicit; blank or unknown tokens do not manufacture reviewed relations","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"analysisEligibility","Room exercises","MULTI","shared metadata/data","app/src/main/java/com/training/trackplanner/analysis/strengthperformance/StrengthPerformanceRegistry.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","SPLIT_EXACT_TOKENS","EXACT_TOKEN_EXPANSION","Nonblank source tokens remain explicit; blank or unknown tokens do not manufacture reviewed relations","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"analysisEligibility","Room exercises","MULTI","shared metadata/data","app/src/main/java/com/training/trackplanner/analysis/trends/BadmintonTrainingLoadIndexCalculator.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","SPLIT_EXACT_TOKENS","EXACT_TOKEN_EXPANSION","Nonblank source tokens remain explicit; blank or unknown tokens do not manufacture reviewed relations","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"analysisEligibility","Room exercises","MULTI","shared metadata/data","app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","SPLIT_EXACT_TOKENS","EXACT_TOKEN_EXPANSION","Nonblank source tokens remain explicit; blank or unknown tokens do not manufacture reviewed relations","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"analysisEligibility","Room exercises","MULTI","program generation","app/src/main/java/com/training/trackplanner/data/ProgramCandidate.kt","Exercise property consumed by program generation","PROGRAM_GENERATION","ExerciseProgramCapability","SPLIT_EXACT_TOKENS","EXACT_TOKEN_EXPANSION","Nonblank source tokens remain explicit; blank or unknown tokens do not manufacture reviewed relations","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"analysisEligibility","Room exercises","MULTI","shared metadata/data","app/src/main/java/com/training/trackplanner/data/RecordCsvBackupRestore.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","SPLIT_EXACT_TOKENS","EXACT_TOKEN_EXPANSION","Nonblank source tokens remain explicit; blank or unknown tokens do not manufacture reviewed relations","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"analysisEligibility","Room exercises","MULTI","shared metadata/data","app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","SPLIT_EXACT_TOKENS","EXACT_TOKEN_EXPANSION","Nonblank source tokens remain explicit; blank or unknown tokens do not manufacture reviewed relations","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"analysisEligibility","Room exercises","MULTI","shared metadata/data","app/src/main/java/com/training/trackplanner/data/SeedData.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","SPLIT_EXACT_TOKENS","EXACT_TOKEN_EXPANSION","Nonblank source tokens remain explicit; blank or unknown tokens do not manufacture reviewed relations","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"analysisEligibility","Room exercises","MULTI","shared metadata/data","app/src/main/java/com/training/trackplanner/data/SlotCapabilityResolver.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","SPLIT_EXACT_TOKENS","EXACT_TOKEN_EXPANSION","Nonblank source tokens remain explicit; blank or unknown tokens do not manufacture reviewed relations","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"analysisEligibility","Room exercises","MULTI","shared metadata/data","app/src/main/java/com/training/trackplanner/ExerciseSubcategoryMapper.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","SPLIT_EXACT_TOKENS","EXACT_TOKEN_EXPANSION","Nonblank source tokens remain explicit; blank or unknown tokens do not manufacture reviewed relations","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"analysisEligibility","Room exercises","MULTI","shared metadata/data","app/src/main/java/com/training/trackplanner/RuntimeMetadataExerciseEditorDialog.kt","Persisted or resolved exercise property used by shared metadata/data code","PROGRAM_GENERATION","ExerciseProgramCapability","SPLIT_EXACT_TOKENS","EXACT_TOKEN_EXPANSION","Nonblank source tokens remain explicit; blank or unknown tokens do not manufacture reviewed relations","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"antiRotationWeight","Room exercises","SINGLE","badminton analysis","app/src/main/java/com/training/trackplanner/analysis/badminton/BadmintonTransferMetadataMapper.kt","Exercise property consumed by badminton analysis","BADMINTON","ExerciseBadmintonTransferPoint_OR_ExercisePhysicalQualityPoint","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"antiRotationWeight","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/analysis/features/ExerciseAnalysisMapper.kt","Persisted or resolved exercise property used by shared metadata/data code","BADMINTON","ExerciseBadmintonTransferPoint_OR_ExercisePhysicalQualityPoint","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"antiRotationWeight","Room exercises","SINGLE","OFI/readiness","app/src/main/java/com/training/trackplanner/analysis/readiness/DailyAnalysisLoadAggregator.kt","Exercise property consumed by OFI/readiness","BADMINTON","ExerciseBadmintonTransferPoint_OR_ExercisePhysicalQualityPoint","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"antiRotationWeight","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/ExerciseMetadataMapper.kt","Persisted or resolved exercise property used by shared metadata/data code","BADMINTON","ExerciseBadmintonTransferPoint_OR_ExercisePhysicalQualityPoint","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
"antiRotationWeight","Room exercises","SINGLE","shared metadata/data","app/src/main/java/com/training/trackplanner/data/MetadataSanityChecker.kt","Persisted or resolved exercise property used by shared metadata/data code","BADMINTON","ExerciseBadmintonTransferPoint_OR_ExercisePhysicalQualityPoint","DIRECT_COPY","RAW_EXPLICIT_VALUE","Nonblank stored value is explicit; missing value remains unresolved unless current fallback is preserved in BASELINE_V1","CURRENT_PRODUCTION_INPUT","No removal before replacement parity and explicit approval","HIGH","","Explicit/raw compatibility path; no production cutover in this task"
