displayField,canonicalCode,koreanLabel,koreanShortLabel,koreanFormalLabel,koreanDescription,koreanSearchAliases,englishLabel,englishSearchAliases,allowedLatinTokens,displayScope,reviewStatus
BADMINTON_TRANSFER_TYPE,DECELERATION,감속,감속,,감속 항목을 나타내는 앱 표시 용어입니다.,,Deceleration,DECELERATION,,PRODUCTION,APPROVED_RESEARCHED
BADMINTON_TRANSFER_TYPE,FOOTWORK,풋워크,풋워크,,풋워크 항목을 나타내는 앱 표시 용어입니다.,,Footwork,FOOTWORK,,PRODUCTION,APPROVED_RESEARCHED
BADMINTON_TRANSFER_TYPE,FOOTWORK_DIRECT,풋워크 직접 전이,풋워크 직접 전이,,풋워크 직접 전이 항목을 나타내는 앱 표시 용어입니다.,,Footwork direct,FOOTWORK DIRECT,,PRODUCTION,APPROVED_RESEARCHED
BADMINTON_TRANSFER_TYPE,GENERAL_CONDITIONING_SUPPORTIVE,일반 컨디셔닝 보조,일반 컨디셔닝 보조,,일반 컨디셔닝 보조 항목을 나타내는 앱 표시 용어입니다.,,General conditioning supportive,GENERAL CONDITIONING SUPPORTIVE,,PRODUCTION,APPROVED_RESEARCHED
BADMINTON_TRANSFER_TYPE,GENERAL_POWER_SUPPORTIVE,일반 파워 보조,일반 파워 보조,,일반 파워 보조 항목을 나타내는 앱 표시 용어입니다.,,General power supportive,GENERAL POWER SUPPORTIVE,,PRODUCTION,APPROVED_RESEARCHED
BADMINTON_TRANSFER_TYPE,GENERAL_STRENGTH_SUPPORTIVE,일반 근력 보조,일반 근력 보조,,일반 근력 보조 항목을 나타내는 앱 표시 용어입니다.,,General strength supportive,GENERAL STRENGTH SUPPORTIVE,,PRODUCTION,APPROVED_RESEARCHED
BADMINTON_TRANSFER_TYPE,GRIP_FOREARM,그립 전완,그립 전완,,그립 전완 항목을 나타내는 앱 표시 용어입니다.,,Grip forearm,GRIP FOREARM,,PRODUCTION,APPROVED_RESEARCHED
BADMINTON_TRANSFER_TYPE,GRIP_WRIST_SUPPORTIVE,그립 손목 보조,그립 손목 보조,,그립 손목 보조 항목을 나타내는 앱 표시 용어입니다.,,Grip wrist supportive,GRIP WRIST SUPPORTIVE,,PRODUCTION,APPROVED_RESEARCHED
BADMINTON_TRANSFER_TYPE,JUMP_LANDING,점프 착지,점프 착지,,점프 착지 항목을 나타내는 앱 표시 용어입니다.,,Jump landing,JUMP LANDING,,PRODUCTION,APPROVED_RESEARCHED
BADMINTON_TRANSFER_TYPE,LOWER_BODY_SUPPORTIVE,하체 신체 보조,하체 신체 보조,,하체 신체 보조 항목을 나타내는 앱 표시 용어입니다.,,Lower body supportive,LOWER BODY SUPPORTIVE,,PRODUCTION,APPROVED_RESEARCHED
BADMINTON_TRANSFER_TYPE,LUNGE_REACH,런지 리치,런지 리치,,런지 리치 항목을 나타내는 앱 표시 용어입니다.,,Lunge reach,LUNGE REACH,,SEARCH_ONLY,APPROVED_RESEARCHED
BADMINTON_TRANSFER_TYPE,LUNGE_REACH_DIRECT,런지·리치 직접 전이,런지·리치 직접 전이,,런지·리치 직접 전이 항목을 나타내는 앱 표시 용어입니다.,,Lunge reach direct,LUNGE REACH DIRECT,,PRODUCTION,APPROVED_RESEARCHED
BADMINTON_TRANSFER_TYPE,NONE,없음,없음,,없음 항목을 나타내는 앱 표시 용어입니다.,,None,NONE,,SEARCH_ONLY,APPROVED_RESEARCHED
BADMINTON_TRANSFER_TYPE,OVERHEAD_HITTING_DIRECT,오버헤드 타구 직접 전이,오버헤드 타구 직접 전이,,오버헤드 타구 직접 전이 항목을 나타내는 앱 표시 용어입니다.,,Overhead hitting direct,OVERHEAD HITTING DIRECT,,PRODUCTION,APPROVED_RESEARCHED
BADMINTON_TRANSFER_TYPE,OVERHEAD_POWER,머리 위 파워,머리 위 파워,,머리 위 파워 항목을 나타내는 앱 표시 용어입니다.,,Overhead power,OVERHEAD POWER,,PRODUCTION,APPROVED_RESEARCHED
BADMINTON_TRANSFER_TYPE,OVERHEAD_POWER_SUPPORTIVE,머리 위 파워 보조,머리 위 파워 보조,,머리 위 파워 보조 항목을 나타내는 앱 표시 용어입니다.,,Overhead power supportive,OVERHEAD POWER SUPPORTIVE,,PRODUCTION,APPROVED_RESEARCHED
BADMINTON_TRANSFER_TYPE,RALLY_CONDITIONING_DIRECT,랠리 컨디셔닝 직접 전이,랠리 컨디셔닝 직접 전이,,랠리 컨디셔닝 직접 전이 항목을 나타내는 앱 표시 용어입니다.,,Rally conditioning direct,RALLY CONDITIONING DIRECT,,PRODUCTION,APPROVED_RESEARCHED
BADMINTON_TRANSFER_TYPE,REACTION,반응,반응,,반응 항목을 나타내는 앱 표시 용어입니다.,,Reaction,REACTION,,PRODUCTION,APPROVED_RESEARCHED
BADMINTON_TRANSFER_TYPE,REACTION_DECISION_DIRECT,반응·판단 직접 전이,반응·판단 직접 전이,,반응·판단 직접 전이 항목을 나타내는 앱 표시 용어입니다.,,Reaction decision direct,REACTION DECISION DIRECT,,PRODUCTION,APPROVED_RESEARCHED
BADMINTON_TRANSFER_TYPE,ROTATION_POWER,회전 파워,회전 파워,,회전 파워 항목을 나타내는 앱 표시 용어입니다.,,Rotation power,ROTATION POWER,,PRODUCTION,APPROVED_RESEARCHED
BADMINTON_TRANSFER_TYPE,ROTATION_POWER_SUPPORTIVE,회전 파워 보조,회전 파워 보조,,회전 파워 보조 항목을 나타내는 앱 표시 용어입니다.,,Rotation power supportive,ROTATION POWER SUPPORTIVE,,PRODUCTION,APPROVED_RESEARCHED
BADMINTON_TRANSFER_TYPE,SHOULDER_CARE,어깨 관리,어깨 관리,,어깨 관리 항목을 나타내는 앱 표시 용어입니다.,,Shoulder care,SHOULDER CARE,,PRODUCTION,APPROVED_RESEARCHED
BADMINTON_TRANSFER_TYPE,SHOULDER_CARE_SUPPORTIVE,어깨 관리 보조,어깨 관리 보조,,어깨 관리 보조 항목을 나타내는 앱 표시 용어입니다.,,Shoulder care supportive,SHOULDER CARE SUPPORTIVE,,PRODUCTION,APPROVED_RESEARCHED
BADMINTON_TRANSFER_TYPE,SHOULDER_SCAPULAR_SUPPORTIVE,어깨 견갑 보조,어깨 견갑 보조,,어깨 견갑 보조 항목을 나타내는 앱 표시 용어입니다.,,Shoulder scapular supportive,SHOULDER SCAPULAR SUPPORTIVE,,PRODUCTION,APPROVED_RESEARCHED
BODY_REGION,LOWER,하체,하체,하체,하체 항목을 나타내는 앱 표시 용어입니다.,,Lower,LOWER,,PRODUCTION,APPROVED_RESEARCHED
BODY_REGION,TRUNK,몸통,몸통,몸통,몸통 항목을 나타내는 앱 표시 용어입니다.,,Trunk,TRUNK,,PRODUCTION,APPROVED_RESEARCHED
BODY_REGION,UPPER,상체,상체,상체,상체 항목을 나타내는 앱 표시 용어입니다.,,Upper,UPPER,,PRODUCTION,APPROVED_RESEARCHED
BODY_REGION,WHOLE_BODY,전신 신체,전신 신체,전신 신체,전신 신체 항목을 나타내는 앱 표시 용어입니다.,,Whole body,WHOLE BODY,,PRODUCTION,APPROVED_RESEARCHED
COGNITIVE_STRESS,COACHING_FEEDBACK_PROCESSING_LOAD,코칭 피드백 처리 부하,코칭 피드백 처리 부하,,코칭 피드백 처리 부하 항목을 나타내는 앱 표시 용어입니다.,,Coaching feedback processing load,COACHING FEEDBACK PROCESSING LOAD,,PRODUCTION,APPROVED_RESEARCHED
COGNITIVE_STRESS,DECISION_MAKING_LOAD,판단 부하,판단 부하,,판단 부하 항목을 나타내는 앱 표시 용어입니다.,,Decision making load,DECISION MAKING LOAD,,PRODUCTION,APPROVED_RESEARCHED
COGNITIVE_STRESS,MOTOR_LEARNING_LOAD,운동 학습 부하,운동 학습 부하,,운동 학습 부하 항목을 나타내는 앱 표시 용어입니다.,,Motor learning load,MOTOR LEARNING LOAD,,PRODUCTION,APPROVED_RESEARCHED
COGNITIVE_STRESS,NONE,없음,없음,,없음 항목을 나타내는 앱 표시 용어입니다.,,None,NONE,,SEARCH_ONLY,APPROVED_RESEARCHED
COGNITIVE_STRESS,PACING_LOAD,페이스 조절 부하,페이스 조절 부하,,페이스 조절 부하 항목을 나타내는 앱 표시 용어입니다.,,Pacing load,PACING LOAD,,PRODUCTION,APPROVED_RESEARCHED
COGNITIVE_STRESS,POSITIONAL_AWARENESS,위치 인식,위치 인식,,위치 인식 항목을 나타내는 앱 표시 용어입니다.,,Positional awareness,POSITIONAL AWARENESS,,PRODUCTION,APPROVED_RESEARCHED
COGNITIVE_STRESS,REACTION_DECISION_LOAD,반응 판단 부하,반응 판단 부하,,반응 판단 부하 항목을 나타내는 앱 표시 용어입니다.,,Reaction decision load,REACTION DECISION LOAD,,PRODUCTION,APPROVED_RESEARCHED
COGNITIVE_STRESS,REACTION_LOAD,반응 부하,반응 부하,,반응 부하 항목을 나타내는 앱 표시 용어입니다.,,Reaction load,REACTION LOAD,,PRODUCTION,APPROVED_RESEARCHED
COGNITIVE_STRESS,SEQUENCE_CONTROL,순서 제어,순서 제어,,순서 제어 항목을 나타내는 앱 표시 용어입니다.,,Sequence control,SEQUENCE CONTROL,,PRODUCTION,APPROVED_RESEARCHED
COGNITIVE_STRESS,TACTICAL_CONCENTRATION_LOAD,전술 집중 부하,전술 집중 부하,,전술 집중 부하 항목을 나타내는 앱 표시 용어입니다.,,Tactical concentration load,TACTICAL CONCENTRATION LOAD,,PRODUCTION,APPROVED_RESEARCHED
COGNITIVE_STRESS,TECHNICAL_CONCENTRATION_LOAD,기술 집중 부하,기술 집중 부하,,기술 집중 부하 항목을 나타내는 앱 표시 용어입니다.,,Technical concentration load,TECHNICAL CONCENTRATION LOAD,,PRODUCTION,APPROVED_RESEARCHED
COGNITIVE_STRESS,VISUAL_TRACKING_LOAD,시각 추적 부하,시각 추적 부하,,시각 추적 부하 항목을 나타내는 앱 표시 용어입니다.,,Visual tracking load,VISUAL TRACKING LOAD,,PRODUCTION,APPROVED_RESEARCHED
COMPOUND_TYPE,COMPOUND,복합,복합,,복합 항목을 나타내는 앱 표시 용어입니다.,,Compound,COMPOUND,,PRODUCTION,APPROVED_RESEARCHED
COMPOUND_TYPE,DRILL,드릴,드릴,,드릴 항목을 나타내는 앱 표시 용어입니다.,,Drill,DRILL,,PRODUCTION,APPROVED_RESEARCHED
COMPOUND_TYPE,HYBRID,혼합,혼합,,혼합 항목을 나타내는 앱 표시 용어입니다.,,Hybrid,HYBRID,,PRODUCTION,APPROVED_RESEARCHED
COMPOUND_TYPE,ISOLATION,고립,고립,,고립 항목을 나타내는 앱 표시 용어입니다.,,Isolation,ISOLATION,,PRODUCTION,APPROVED_RESEARCHED
DIRECT_TRANSFER,ACCELERATION,가속,가속,,가속 항목을 나타내는 앱 표시 용어입니다.,,Acceleration,ACCELERATION,,PRODUCTION,APPROVED_RESEARCHED
DIRECT_TRANSFER,ANTI_ROTATION_STABILITY,항 회전 안정성,항 회전 안정성,,항 회전 안정성 항목을 나타내는 앱 표시 용어입니다.,,Anti rotation stability,ANTI ROTATION STABILITY,,PRODUCTION,APPROVED_RESEARCHED
DIRECT_TRANSFER,BADMINTON_FOOTWORK,배드민턴 풋워크,배드민턴 풋워크,,배드민턴 풋워크 항목을 나타내는 앱 표시 용어입니다.,,Badminton footwork,BADMINTON FOOTWORK,,PRODUCTION,APPROVED_RESEARCHED
DIRECT_TRANSFER,CHANGE_OF_DIRECTION,전환 방향,전환 방향,,전환 방향 항목을 나타내는 앱 표시 용어입니다.,,Change of direction,CHANGE OF DIRECTION,,PRODUCTION,APPROVED_RESEARCHED
DIRECT_TRANSFER,CONDITIONING,컨디셔닝,컨디셔닝,,컨디셔닝 항목을 나타내는 앱 표시 용어입니다.,,Conditioning,CONDITIONING,,PRODUCTION,APPROVED_RESEARCHED
DIRECT_TRANSFER,COURT_CONDITIONING,코트 컨디셔닝,코트 컨디셔닝,,코트 컨디셔닝 항목을 나타내는 앱 표시 용어입니다.,,Court conditioning,COURT CONDITIONING,,PRODUCTION,APPROVED_RESEARCHED
DIRECT_TRANSFER,DECELERATION,감속,감속,,감속 항목을 나타내는 앱 표시 용어입니다.,,Deceleration,DECELERATION,,PRODUCTION,APPROVED_RESEARCHED
DIRECT_TRANSFER,FOOTWORK,풋워크,풋워크,,풋워크 항목을 나타내는 앱 표시 용어입니다.,,Footwork,FOOTWORK,,PRODUCTION,APPROVED_RESEARCHED
DIRECT_TRANSFER,GRIP_FOREARM,그립 전완,그립 전완,,그립 전완 항목을 나타내는 앱 표시 용어입니다.,,Grip forearm,GRIP FOREARM,,PRODUCTION,APPROVED_RESEARCHED
DIRECT_TRANSFER,JUMP_LANDING,점프 착지,점프 착지,,점프 착지 항목을 나타내는 앱 표시 용어입니다.,,Jump landing,JUMP LANDING,,PRODUCTION,APPROVED_RESEARCHED
DIRECT_TRANSFER,LANDING_CONTROL,착지 제어,착지 제어,,착지 제어 항목을 나타내는 앱 표시 용어입니다.,,Landing control,LANDING CONTROL,,PRODUCTION,APPROVED_RESEARCHED
DIRECT_TRANSFER,LATERAL_MOVEMENT,측면 동작,측면 동작,,측면 동작 항목을 나타내는 앱 표시 용어입니다.,,Lateral movement,LATERAL MOVEMENT,,PRODUCTION,APPROVED_RESEARCHED
DIRECT_TRANSFER,LUNGE_REACH,런지 리치,런지 리치,,런지 리치 항목을 나타내는 앱 표시 용어입니다.,,Lunge reach,LUNGE REACH,,PRODUCTION,APPROVED_RESEARCHED
DIRECT_TRANSFER,NONE,없음,없음,,없음 항목을 나타내는 앱 표시 용어입니다.,,None,NONE,,SEARCH_ONLY,APPROVED_RESEARCHED
DIRECT_TRANSFER,OVERHEAD_POWER,머리 위 파워,머리 위 파워,,머리 위 파워 항목을 나타내는 앱 표시 용어입니다.,,Overhead power,OVERHEAD POWER,,PRODUCTION,APPROVED_RESEARCHED
DIRECT_TRANSFER,REACTION,반응,반응,,반응 항목을 나타내는 앱 표시 용어입니다.,,Reaction,REACTION,,PRODUCTION,APPROVED_RESEARCHED
DIRECT_TRANSFER,ROTATION_POWER,회전 파워,회전 파워,,회전 파워 항목을 나타내는 앱 표시 용어입니다.,,Rotation power,ROTATION POWER,,PRODUCTION,APPROVED_RESEARCHED
DIRECT_TRANSFER,SHOULDER_CARE,어깨 관리,어깨 관리,,어깨 관리 항목을 나타내는 앱 표시 용어입니다.,,Shoulder care,SHOULDER CARE,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,AGILITY_LADDER,민첩성 사다리,민첩성 사다리,,민첩성 사다리 항목을 나타내는 앱 표시 용어입니다.,,Agility ladder,AGILITY LADDER,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,AUDIO_CUE_DEVICE,음향 신호 장치,음향 신호 장치,,음향 신호 장치 항목을 나타내는 앱 표시 용어입니다.,,Audio cue device,AUDIO CUE DEVICE,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,BADMINTON_RACKET,배드민턴 라켓,배드민턴 라켓,,배드민턴 라켓 항목을 나타내는 앱 표시 용어입니다.,,Badminton racket,BADMINTON RACKET,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,BAND,밴드,밴드,,밴드 항목을 나타내는 앱 표시 용어입니다.,,Band,BAND,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,BARBELL,바벨,바벨,,바벨 항목을 나타내는 앱 표시 용어입니다.,,Barbell,BARBELL,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,BASKETBALL,농구공,농구공,,농구공 항목을 나타내는 앱 표시 용어입니다.,,Basketball,BASKETBALL,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,BENCH,벤치,벤치,,벤치 항목을 나타내는 앱 표시 용어입니다.,,Bench,BENCH,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,BIKE,자전거,자전거,,자전거 항목을 나타내는 앱 표시 용어입니다.,,Bike,BIKE,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,BODYWEIGHT,맨몸,맨몸,,맨몸 항목을 나타내는 앱 표시 용어입니다.,,Bodyweight,BODYWEIGHT,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,BOX,박스,박스,,박스 항목을 나타내는 앱 표시 용어입니다.,,Box,BOX,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,BOX_STEP,스텝 박스,스텝 박스,,스텝 박스 항목을 나타내는 앱 표시 용어입니다.,,Box step,BOX STEP,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,CABLE,케이블,케이블,,케이블 항목을 나타내는 앱 표시 용어입니다.,,Cable,CABLE,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,CAPTAINS_CHAIR,캡틴체어,캡틴체어,,캡틴체어 항목을 나타내는 앱 표시 용어입니다.,,Captains chair,CAPTAINS CHAIR,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,CHEST_PRESS_MACHINE,체스트 프레스 머신,체스트 프레스 머신,,체스트 프레스 머신 항목을 나타내는 앱 표시 용어입니다.,,Chest press machine,CHEST PRESS MACHINE,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,CONE_MARKER,콘 마커,콘 마커,,콘 마커 항목을 나타내는 앱 표시 용어입니다.,,Cone marker,CONE MARKER,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,DUMBBELL,덤벨,덤벨,,덤벨 항목을 나타내는 앱 표시 용어입니다.,,Dumbbell,DUMBBELL,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,EZ_BAR,EZ바,EZ바,,EZ바 항목을 나타내는 앱 표시 용어입니다.,,EZ bar,EZ BAR,EZ,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,GYMNASTIC_RINGS,체조 링,체조 링,,체조 링 항목을 나타내는 앱 표시 용어입니다.,,Gymnastic rings,GYMNASTIC RINGS,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,HACK_SQUAT_MACHINE,핵 스쿼트 머신,핵 스쿼트 머신,,핵 스쿼트 머신 항목을 나타내는 앱 표시 용어입니다.,,Hack squat machine,HACK SQUAT MACHINE,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,HEEL_ANCHOR,발뒤꿈치 고정 장치,발뒤꿈치 고정 장치,,발뒤꿈치 고정 장치 항목을 나타내는 앱 표시 용어입니다.,,Heel anchor,HEEL ANCHOR,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,HIP_ABDUCTION_MACHINE,고관절 외전 머신,고관절 외전 머신,,고관절 외전 머신 항목을 나타내는 앱 표시 용어입니다.,,Hip abduction machine,HIP ABDUCTION MACHINE,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,HIP_ADDUCTION_MACHINE,고관절 내전 머신,고관절 내전 머신,,고관절 내전 머신 항목을 나타내는 앱 표시 용어입니다.,,Hip adduction machine,HIP ADDUCTION MACHINE,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,JUMP_ROPE,줄넘기,줄넘기,,줄넘기 항목을 나타내는 앱 표시 용어입니다.,,Jump rope,JUMP ROPE,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,KETTLEBELL,케틀벨,케틀벨,,케틀벨 항목을 나타내는 앱 표시 용어입니다.,,Kettlebell,KETTLEBELL,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,LANDMINE,랜드마인,랜드마인,,랜드마인 항목을 나타내는 앱 표시 용어입니다.,,Landmine,LANDMINE,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,LAT_PULLDOWN_MACHINE,랫 풀다운 머신,랫 풀다운 머신,,랫 풀다운 머신 항목을 나타내는 앱 표시 용어입니다.,,Lat pulldown machine,LAT PULLDOWN MACHINE,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,LEG_CURL_MACHINE,레그 컬 머신,레그 컬 머신,,레그 컬 머신 항목을 나타내는 앱 표시 용어입니다.,,Leg curl machine,LEG CURL MACHINE,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,LEG_EXTENSION_MACHINE,레그 익스텐션 머신,레그 익스텐션 머신,,레그 익스텐션 머신 항목을 나타내는 앱 표시 용어입니다.,,Leg extension machine,LEG EXTENSION MACHINE,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,LEG_PRESS_MACHINE,레그 프레스 머신,레그 프레스 머신,,레그 프레스 머신 항목을 나타내는 앱 표시 용어입니다.,,Leg press machine,LEG PRESS MACHINE,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,MACHINE,머신,머신,,머신 항목을 나타내는 앱 표시 용어입니다.,,Machine,MACHINE,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,MEDICINE_BALL,메디신볼,메디신볼,,메디신볼 항목을 나타내는 앱 표시 용어입니다.,,Medicine ball,MEDICINE BALL,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,PARALLEL_BARS,평행봉,평행봉,,평행봉 항목을 나타내는 앱 표시 용어입니다.,,Parallel bars,PARALLEL BARS,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,PULLUP_BAR,풀업 바,풀업 바,,풀업 바 항목을 나타내는 앱 표시 용어입니다.,,Pullup bar,PULLUP BAR,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,PULL_UP_BAR,풀업 바,풀업 바,,풀업 바 항목을 나타내는 앱 표시 용어입니다.,,Pull up bar,PULL UP BAR,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,ROWER,로잉 머신,로잉 머신,,로잉 머신 항목을 나타내는 앱 표시 용어입니다.,,Rower,ROWER,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,ROWING_MACHINE,로잉 머신,로잉 머신,,로잉 머신 항목을 나타내는 앱 표시 용어입니다.,,Rowing machine,ROWING MACHINE,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,ROW_MACHINE,로우 머신,로우 머신,,로우 머신 항목을 나타내는 앱 표시 용어입니다.,,Row machine,ROW MACHINE,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,SEATED_CALF_RAISE_MACHINE,시티드 카프 레이즈 머신,시티드 카프 레이즈 머신,,시티드 카프 레이즈 머신 항목을 나타내는 앱 표시 용어입니다.,,Seated calf raise machine,SEATED CALF RAISE MACHINE,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,SHOULDER_PRESS_MACHINE,숄더 프레스 머신,숄더 프레스 머신,,숄더 프레스 머신 항목을 나타내는 앱 표시 용어입니다.,,Shoulder press machine,SHOULDER PRESS MACHINE,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,SHUTTLECOCKS,셔틀콕,셔틀콕,,셔틀콕 항목을 나타내는 앱 표시 용어입니다.,,Shuttlecocks,SHUTTLECOCKS,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,SMITH_MACHINE,스미스 머신,스미스 머신,,스미스 머신 항목을 나타내는 앱 표시 용어입니다.,,Smith machine,SMITH MACHINE,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,SOCCER_BALL,축구공,축구공,,축구공 항목을 나타내는 앱 표시 용어입니다.,,Soccer ball,SOCCER BALL,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,STAIRS,계단,계단,,계단 항목을 나타내는 앱 표시 용어입니다.,,Stairs,STAIRS,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,STANDING_CALF_RAISE_MACHINE,스탠딩 카프 레이즈 머신,스탠딩 카프 레이즈 머신,,스탠딩 카프 레이즈 머신 항목을 나타내는 앱 표시 용어입니다.,,Standing calf raise machine,STANDING CALF RAISE MACHINE,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,STATIONARY_BIKE,고정식 자전거,고정식 자전거,,고정식 자전거 항목을 나타내는 앱 표시 용어입니다.,,Stationary bike,STATIONARY BIKE,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,SUSPENSION_TRAINER,서스펜션 트레이너,서스펜션 트레이너,,서스펜션 트레이너 항목을 나타내는 앱 표시 용어입니다.,,Suspension trainer,SUSPENSION TRAINER,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,SWIMMING_POOL,수영장,수영장,,수영장 항목을 나타내는 앱 표시 용어입니다.,,Swimming pool,SWIMMING POOL,,PRODUCTION,APPROVED_RESEARCHED
EQUIPMENT,TENNIS_BALL,테니스공,테니스공,,테니스공 항목을 나타내는 앱 표시 용어입니다.,,Tennis ball,TENNIS BALL,,PRODUCTION,APPROVED_RESEARCHED
