stableKey,exerciseName,identityStatus,sourceStableKey,lineageType,selectable,historyTreatment,movementPattern,jointAction,movementEvent,kineticChain,stabilityDemandLevel,mobilityDemandLevel,equipmentRequirementModel,equipmentCodes,equipmentRequirementGroupId,sourceOrigin,mappingConfidence,identityDecisionStatus,reviewStatus,analysisInheritance,evidence,provenance
ex_e2efd0fe,불가리안 스플릿 스쿼트,SELECTABLE_CANONICAL,ex_e2efd0fe,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,LUNGE,ANKLE_DORSIFLEXION|ANKLE_PLANTARFLEXION|HIP_EXTENSION|HIP_FLEXION|KNEE_EXTENSION|KNEE_FLEXION,,CLOSED_CHAIN,HIGH,HIGH,ALL_REQUIRED,BENCH|DUMBBELL,eqreq_ex_e2efd0fe,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_e3715c0b,워킹 런지,SELECTABLE_CANONICAL,ex_e3715c0b,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,LUNGE,ANKLE_DORSIFLEXION|ANKLE_PLANTARFLEXION|HIP_EXTENSION|HIP_FLEXION|KNEE_EXTENSION|KNEE_FLEXION,,CLOSED_CHAIN,MODERATE,MODERATE,SINGLE,DUMBBELL,eqreq_ex_e3715c0b,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_e41e8dcf,중량 친업,SELECTABLE_CANONICAL,ex_e41e8dcf,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,VERTICAL_PULL,ELBOW_EXTENSION|ELBOW_FLEXION|SCAPULAR_DEPRESSION|SCAPULAR_ELEVATION|SHOULDER_ABDUCTION|SHOULDER_ADDUCTION,,CLOSED_CHAIN,MODERATE,MODERATE,ALL_REQUIRED,DUMBBELL|PULL_UP_BAR|WEIGHT_BELT,eqreq_ex_e41e8dcf,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_e41f4c2b,중량 풀업,SELECTABLE_CANONICAL,ex_e41f4c2b,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,VERTICAL_PULL,ELBOW_EXTENSION|ELBOW_FLEXION|SCAPULAR_DEPRESSION|SCAPULAR_ELEVATION|SHOULDER_ABDUCTION|SHOULDER_ADDUCTION,,CLOSED_CHAIN,MODERATE,MODERATE,ALL_REQUIRED,DUMBBELL|PULL_UP_BAR|WEIGHT_BELT,eqreq_ex_e41f4c2b,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_e465d1e9,포고 점프,SELECTABLE_CANONICAL,ex_e465d1e9,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,HOP,,LANDING|REBOUND|TAKEOFF,,HIGH,MODERATE,NONE,,,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_e4f911bb,네거티브 풀업,SELECTABLE_CANONICAL,ex_e4f911bb,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,VERTICAL_PULL,ELBOW_EXTENSION|ELBOW_FLEXION|SCAPULAR_DEPRESSION|SCAPULAR_ELEVATION|SHOULDER_ABDUCTION|SHOULDER_ADDUCTION,,CLOSED_CHAIN,MODERATE,MODERATE,SINGLE,PULL_UP_BAR,eqreq_ex_e4f911bb,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_e709eeda,케이블 컬,SELECTABLE_CANONICAL,ex_e709eeda,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,,ELBOW_EXTENSION|ELBOW_FLEXION,,OPEN_CHAIN,LOW,LOW,SINGLE,CABLE,eqreq_ex_e709eeda,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_e8ff8cfa,밴드 외회전,SELECTABLE_CANONICAL,ex_e8ff8cfa,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,,SHOULDER_EXTERNAL_ROTATION|SHOULDER_INTERNAL_ROTATION,,OPEN_CHAIN,LOW,LOW,SINGLE,BAND,eqreq_ex_e8ff8cfa,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_e994008a,프리처 컬,HISTORY_ONLY_GENERIC,ex_e994008a,SOURCE_GENERIC_HISTORY,NO,PRESERVE_GENERIC_HISTORY; DO_NOT_INFER_VARIANT,ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT|BICEPS_ISOLATION_STRICT,,,,,,HISTORICAL_GENERIC,EZ바|덤벨,,training_settings_seed.csv + equipment_variant_split_plan.csv,,,HISTORY_ONLY,SOURCE_PROFILE_FOR_APPROVED_VARIANTS,MUSCLE_TISSUE_OFI_INHERITED_UNCHANGED_FROM_GENERIC_SOURCE,FINAL_CLOSEOUT_SPLIT_FROM_ex_e994008a
ex_e9e97659,핵 스쿼트,SELECTABLE_CANONICAL,ex_e9e97659,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,SQUAT,ANKLE_DORSIFLEXION|ANKLE_PLANTARFLEXION|HIP_EXTENSION|HIP_FLEXION|KNEE_EXTENSION|KNEE_FLEXION,,CLOSED_CHAIN,MODERATE,MODERATE,SINGLE,HACK_SQUAT_MACHINE,eqreq_ex_e9e97659,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_eaea872c,힙 어덕션,HISTORY_ONLY_GENERIC,ex_eaea872c,SOURCE_GENERIC_HISTORY,NO,PRESERVE_GENERIC_HISTORY; DO_NOT_INFER_VARIANT,HIP_STABILITY_SUPPORT|FRONTAL_PLANE_LOWER|ADDUCTOR_STRENGTH_SUPPORT,,,,,,HISTORICAL_GENERIC,케이블|머신,,training_settings_seed.csv + equipment_variant_split_plan.csv,,,HISTORY_ONLY,SOURCE_PROFILE_FOR_APPROVED_VARIANTS,MUSCLE_TISSUE_OFI_INHERITED_UNCHANGED_FROM_GENERIC_SOURCE,FINAL_CLOSEOUT_SPLIT_FROM_ex_eaea872c
ex_eb636bac,원암 케이블 오버헤드 트라이셉스 익스텐션,SELECTABLE_CANONICAL,ex_eb636bac,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,,ELBOW_EXTENSION|ELBOW_FLEXION,,OPEN_CHAIN,LOW,LOW,SINGLE,CABLE,eqreq_ex_eb636bac,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_ee378da7,스케이터 스쿼트,SELECTABLE_CANONICAL,ex_ee378da7,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,SQUAT,ANKLE_DORSIFLEXION|ANKLE_PLANTARFLEXION|HIP_EXTENSION|HIP_FLEXION|KNEE_EXTENSION|KNEE_FLEXION,,CLOSED_CHAIN,HIGH,MODERATE,SINGLE,DUMBBELL,eqreq_ex_ee378da7,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_f1d31d3d,원레그 핵 스쿼트,SELECTABLE_CANONICAL,ex_f1d31d3d,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,SQUAT,ANKLE_DORSIFLEXION|ANKLE_PLANTARFLEXION|HIP_EXTENSION|HIP_FLEXION|KNEE_EXTENSION|KNEE_FLEXION,,CLOSED_CHAIN,MODERATE,MODERATE,SINGLE,HACK_SQUAT_MACHINE,eqreq_ex_f1d31d3d,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_f2a79d37,스플릿 스쿼트,SELECTABLE_CANONICAL,ex_f2a79d37,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,LUNGE,ANKLE_DORSIFLEXION|ANKLE_PLANTARFLEXION|HIP_EXTENSION|HIP_FLEXION|KNEE_EXTENSION|KNEE_FLEXION,,CLOSED_CHAIN,HIGH,MODERATE,SINGLE,DUMBBELL,eqreq_ex_f2a79d37,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_f332aeab,월 드라이브,SELECTABLE_CANONICAL,ex_f332aeab,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,GAIT,,,,MODERATE,MODERATE,SINGLE,WALL,eqreq_ex_f332aeab,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_f459ad2a,메도우즈 로우,SELECTABLE_CANONICAL,ex_f459ad2a,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,HORIZONTAL_PULL,ELBOW_EXTENSION|ELBOW_FLEXION|SCAPULAR_PROTRACTION|SCAPULAR_RETRACTION|SHOULDER_EXTENSION|SHOULDER_FLEXION,,OPEN_CHAIN,HIGH,MODERATE,ALL_REQUIRED,BARBELL|LANDMINE,eqreq_ex_f459ad2a,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_f6703b06,덤벨 프로네이션/수피네이션,SELECTABLE_CANONICAL,ex_f6703b06,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,,FOREARM_PRONATION|FOREARM_SUPINATION,,OPEN_CHAIN,LOW,LOW,SINGLE,DUMBBELL,eqreq_ex_f6703b06,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_f6d43398,사이드 플랭크,SELECTABLE_CANONICAL,ex_f6d43398,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,TRUNK_BRACE,,,CLOSED_CHAIN,HIGH,LOW,NONE,,,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_f97a05ab,월 슬라이드,SELECTABLE_CANONICAL,ex_f97a05ab,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,,SCAPULAR_DOWNWARD_ROTATION|SCAPULAR_UPWARD_ROTATION|SHOULDER_EXTENSION|SHOULDER_FLEXION,,OPEN_CHAIN,LOW,HIGH,SINGLE,WALL,eqreq_ex_f97a05ab,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_fa2e73b3,핸드스탠드 푸시업,SELECTABLE_CANONICAL,ex_fa2e73b3,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,VERTICAL_PUSH,ELBOW_EXTENSION|ELBOW_FLEXION|SCAPULAR_DOWNWARD_ROTATION|SCAPULAR_UPWARD_ROTATION|SHOULDER_EXTENSION|SHOULDER_FLEXION|SHOULDER_HORIZONTAL_ABDUCTION|SHOULDER_HORIZONTAL_ADDUCTION,,CLOSED_CHAIN,MODERATE,HIGH,SINGLE,WALL,eqreq_ex_fa2e73b3,WORKBOOK_CANONICAL,MEDIUM,,REVIEW_RECOMMENDED,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_fa31f7a6,케이블 로우,SELECTABLE_CANONICAL,ex_fa31f7a6,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,HORIZONTAL_PULL,ELBOW_EXTENSION|ELBOW_FLEXION|SCAPULAR_PROTRACTION|SCAPULAR_RETRACTION|SHOULDER_EXTENSION|SHOULDER_FLEXION,,OPEN_CHAIN,MODERATE,MODERATE,SINGLE,CABLE,eqreq_ex_fa31f7a6,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_fa3416f6,스미스 머신 스쿼트,SELECTABLE_CANONICAL,ex_fa3416f6,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,SQUAT,ANKLE_DORSIFLEXION|ANKLE_PLANTARFLEXION|HIP_EXTENSION|HIP_FLEXION|KNEE_EXTENSION|KNEE_FLEXION,,CLOSED_CHAIN,MODERATE,MODERATE,SINGLE,SMITH_MACHINE,eqreq_ex_fa3416f6,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_fa34ddfe,케이블 킥백,SELECTABLE_CANONICAL,ex_fa34ddfe,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,,HIP_EXTENSION|HIP_FLEXION,,OPEN_CHAIN,LOW,LOW,SINGLE,CABLE,eqreq_ex_fa34ddfe,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_fa570291,트라이셉스 푸시다운,SELECTABLE_CANONICAL,ex_fa570291,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,,ELBOW_EXTENSION|ELBOW_FLEXION,,OPEN_CHAIN,LOW,LOW,SINGLE,CABLE,eqreq_ex_fa570291,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_faae2044,인터벌 러닝,SELECTABLE_CANONICAL,ex_faae2044,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,GAIT,,,,MODERATE,MODERATE,NONE,,,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_fb67af37,디클라인 푸시업,SELECTABLE_CANONICAL,ex_fb67af37,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,HORIZONTAL_PUSH,ELBOW_EXTENSION|ELBOW_FLEXION|SHOULDER_HORIZONTAL_ABDUCTION|SHOULDER_HORIZONTAL_ADDUCTION,,CLOSED_CHAIN,MODERATE,MODERATE,SINGLE,BENCH,eqreq_ex_fb67af37,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ex_fdbdf454,원암 덤벨 오버헤드 트라이셉스 익스텐션,SELECTABLE_CANONICAL,ex_fdbdf454,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,,ELBOW_EXTENSION|ELBOW_FLEXION,,OPEN_CHAIN,LOW,LOW,SINGLE,DUMBBELL,eqreq_ex_fdbdf454,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
ez_bar_lying_triceps_extension,EZ바 라잉 트라이셉스 익스텐션,SELECTABLE_CANONICAL,ex_d20b7487,EQUIPMENT_VARIANT_SPLIT,YES,NEW_IDENTITY; NO_AUTOMATIC_HISTORY_MIGRATION,,ELBOW_EXTENSION|ELBOW_FLEXION,,OPEN_CHAIN,LOW,LOW,SINGLE,EZ_BAR,eqreq_ez_bar_lying_triceps_extension,WORKBOOK_CANONICAL,MEDIUM,,REVIEW_RECOMMENDED,MUSCLE_TISSUE_OFI_INHERITED_UNCHANGED_FROM_GENERIC_SOURCE,User-approved equipment interpretation B; mechanics/posture/resistance or recording identity differs,FINAL_CLOSEOUT_SPLIT_FROM_ex_d20b7487
ez_bar_preacher_curl,EZ바 프리처 컬,SELECTABLE_CANONICAL,ex_e994008a,EQUIPMENT_VARIANT_SPLIT,YES,NEW_IDENTITY; NO_AUTOMATIC_HISTORY_MIGRATION,,ELBOW_EXTENSION|ELBOW_FLEXION,,OPEN_CHAIN,LOW,LOW,SINGLE,EZ_BAR,eqreq_ez_bar_preacher_curl,WORKBOOK_CANONICAL,MEDIUM,,REVIEW_RECOMMENDED,MUSCLE_TISSUE_OFI_INHERITED_UNCHANGED_FROM_GENERIC_SOURCE,User-approved equipment interpretation B; mechanics/posture/resistance or recording identity differs,FINAL_CLOSEOUT_SPLIT_FROM_ex_e994008a
ez_bar_reverse_curl,EZ바 리버스 컬,SELECTABLE_CANONICAL,ex_dd2f732e,EQUIPMENT_VARIANT_SPLIT,YES,NEW_IDENTITY; NO_AUTOMATIC_HISTORY_MIGRATION,,ELBOW_EXTENSION|ELBOW_FLEXION,,OPEN_CHAIN,LOW,LOW,SINGLE,EZ_BAR,eqreq_ez_bar_reverse_curl,WORKBOOK_CANONICAL,MEDIUM,,REVIEW_RECOMMENDED,MUSCLE_TISSUE_OFI_INHERITED_UNCHANGED_FROM_GENERIC_SOURCE,User-approved equipment interpretation B; mechanics/posture/resistance or recording identity differs,FINAL_CLOSEOUT_SPLIT_FROM_ex_dd2f732e
ez_bar_spider_curl,EZ바 스파이더 컬,SELECTABLE_CANONICAL,ex_516f4456,EQUIPMENT_VARIANT_SPLIT,YES,NEW_IDENTITY; NO_AUTOMATIC_HISTORY_MIGRATION,,ELBOW_EXTENSION|ELBOW_FLEXION,,OPEN_CHAIN,LOW,LOW,ALL_REQUIRED,EZ_BAR|BENCH,eqreq_ez_bar_spider_curl,WORKBOOK_CANONICAL,MEDIUM,,REVIEW_REQUIRED,MUSCLE_TISSUE_OFI_INHERITED_UNCHANGED_FROM_GENERIC_SOURCE,User-approved equipment interpretation B; mechanics/posture/resistance or recording identity differs,FINAL_CLOSEOUT_SPLIT_FROM_ex_516f4456
face_pull,페이스풀,SELECTABLE_CANONICAL,face_pull,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,,ELBOW_EXTENSION|ELBOW_FLEXION|SCAPULAR_PROTRACTION|SCAPULAR_RETRACTION|SHOULDER_EXTERNAL_ROTATION|SHOULDER_HORIZONTAL_ABDUCTION|SHOULDER_HORIZONTAL_ADDUCTION|SHOULDER_INTERNAL_ROTATION,,OPEN_CHAIN,MODERATE,LOW,SINGLE,CABLE,eqreq_face_pull,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
gymnastic_ring_inverted_row,짐내스틱 링 인버티드 로우,SELECTABLE_CANONICAL,ex_e159d15a,EQUIPMENT_VARIANT_SPLIT,YES,NEW_IDENTITY; NO_AUTOMATIC_HISTORY_MIGRATION,HORIZONTAL_PULL,ELBOW_EXTENSION|ELBOW_FLEXION|SCAPULAR_PROTRACTION|SCAPULAR_RETRACTION|SHOULDER_EXTENSION|SHOULDER_FLEXION,,CLOSED_CHAIN,HIGH,MODERATE,SINGLE,GYMNASTIC_RINGS,eqreq_gymnastic_ring_inverted_row,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,MUSCLE_TISSUE_OFI_INHERITED_UNCHANGED_FROM_GENERIC_SOURCE,User-approved equipment interpretation B; mechanics/posture/resistance or recording identity differs,FINAL_CLOSEOUT_SPLIT_FROM_ex_e159d15a
half_kneeling_single_arm_dumbbell_press,하프 닐링 원암 덤벨 프레스,SELECTABLE_CANONICAL,half_kneeling_single_arm_dumbbell_press,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,VERTICAL_PUSH,ELBOW_EXTENSION|ELBOW_FLEXION|SCAPULAR_DOWNWARD_ROTATION|SCAPULAR_UPWARD_ROTATION|SHOULDER_EXTENSION|SHOULDER_FLEXION,,OPEN_CHAIN,HIGH,HIGH,SINGLE,DUMBBELL,eqreq_half_kneeling_single_arm_dumbbell_press,SEED_ONLY_INHERITED_FROM_DIRECT_ALIAS,MEDIUM,,REVIEW_RECOMMENDED,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
half_kneeling_single_arm_kettlebell_press,하프 닐링 원암 케틀벨 프레스,SELECTABLE_CANONICAL,half_kneeling_single_arm_kettlebell_press,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,VERTICAL_PUSH,ELBOW_EXTENSION|ELBOW_FLEXION|SCAPULAR_DOWNWARD_ROTATION|SCAPULAR_UPWARD_ROTATION|SHOULDER_EXTENSION|SHOULDER_FLEXION,,OPEN_CHAIN,HIGH,HIGH,SINGLE,KETTLEBELL,eqreq_half_kneeling_single_arm_kettlebell_press,SEED_ONLY_INHERITED_FROM_DIRECT_ALIAS,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
hip_adduction_machine,힙 어덕션 머신,SELECTABLE_CANONICAL,ex_eaea872c,EQUIPMENT_VARIANT_SPLIT,YES,NEW_IDENTITY; NO_AUTOMATIC_HISTORY_MIGRATION,,HIP_ABDUCTION|HIP_ADDUCTION,,OPEN_CHAIN,LOW,MODERATE,SINGLE,HIP_ADDUCTION_MACHINE,eqreq_hip_adduction_machine,WORKBOOK_CANONICAL,LOW,,REVIEW_REQUIRED,MUSCLE_TISSUE_OFI_INHERITED_UNCHANGED_FROM_GENERIC_SOURCE,User-approved equipment interpretation B; mechanics/posture/resistance or recording identity differs,FINAL_CLOSEOUT_SPLIT_FROM_ex_eaea872c
kettlebell_farmer_carry,케틀벨 파머스 캐리,SELECTABLE_CANONICAL,ex_a1fc4533,EQUIPMENT_VARIANT_SPLIT,YES,NEW_IDENTITY; NO_AUTOMATIC_HISTORY_MIGRATION,CARRY|GAIT,ANKLE_DORSIFLEXION|ANKLE_PLANTARFLEXION|HIP_EXTENSION|HIP_FLEXION|KNEE_EXTENSION|KNEE_FLEXION,,,HIGH,LOW,SINGLE,KETTLEBELL,eqreq_kettlebell_farmer_carry,WORKBOOK_CANONICAL,MEDIUM,,REVIEW_RECOMMENDED,MUSCLE_TISSUE_OFI_INHERITED_UNCHANGED_FROM_GENERIC_SOURCE,User-approved equipment interpretation B; mechanics/posture/resistance or recording identity differs,FINAL_CLOSEOUT_SPLIT_FROM_ex_a1fc4533
kettlebell_goblet_squat,케틀벨 고블릿 스쿼트,SELECTABLE_CANONICAL,ex_ac7df636,EQUIPMENT_VARIANT_SPLIT,YES,NEW_IDENTITY; NO_AUTOMATIC_HISTORY_MIGRATION,SQUAT,ANKLE_DORSIFLEXION|ANKLE_PLANTARFLEXION|HIP_EXTENSION|HIP_FLEXION|KNEE_EXTENSION|KNEE_FLEXION,,CLOSED_CHAIN,MODERATE,MODERATE,SINGLE,KETTLEBELL,eqreq_kettlebell_goblet_squat,WORKBOOK_CANONICAL,MEDIUM,,REVIEW_RECOMMENDED,MUSCLE_TISSUE_OFI_INHERITED_UNCHANGED_FROM_GENERIC_SOURCE,User-approved equipment interpretation B; mechanics/posture/resistance or recording identity differs,FINAL_CLOSEOUT_SPLIT_FROM_ex_ac7df636
kettlebell_halo,케틀벨 헤일로,SELECTABLE_CANONICAL,kettlebell_halo,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,,SCAPULAR_DOWNWARD_ROTATION|SCAPULAR_UPWARD_ROTATION|SHOULDER_ABDUCTION|SHOULDER_ADDUCTION|SHOULDER_EXTENSION|SHOULDER_EXTERNAL_ROTATION|SHOULDER_FLEXION|SHOULDER_INTERNAL_ROTATION,,OPEN_CHAIN,LOW,HIGH,SINGLE,KETTLEBELL,eqreq_kettlebell_halo,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
kettlebell_single_leg_rdl,케틀벨 원레그 루마니안 데드리프트,SELECTABLE_CANONICAL,single_leg_rdl,EQUIPMENT_VARIANT_SPLIT,YES,NEW_IDENTITY; NO_AUTOMATIC_HISTORY_MIGRATION,HINGE,HIP_EXTENSION|HIP_FLEXION,,CLOSED_CHAIN,HIGH,MODERATE,SINGLE,KETTLEBELL,eqreq_kettlebell_single_leg_rdl,WORKBOOK_CANONICAL,MEDIUM,,REVIEW_RECOMMENDED,MUSCLE_TISSUE_OFI_INHERITED_UNCHANGED_FROM_GENERIC_SOURCE,User-approved equipment interpretation B; mechanics/posture/resistance or recording identity differs,FINAL_CLOSEOUT_SPLIT_FROM_single_leg_rdl
landmine_anti_rotation,랜드마인 안티로테이션,SELECTABLE_CANONICAL,landmine_anti_rotation,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,TRUNK_BRACE,,,,HIGH,MODERATE,SINGLE,LANDMINE,eqreq_landmine_anti_rotation,WORKBOOK_CANONICAL,HIGH,,DRAFT_READY,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
landmine_rotation,랜드마인 좌우 회전,SELECTABLE_CANONICAL,landmine_rotation,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,TRUNK_ROTATION,HIP_EXTERNAL_ROTATION|HIP_INTERNAL_ROTATION|THORACIC_ROTATION,,,MODERATE,MODERATE,SINGLE,LANDMINE,eqreq_landmine_rotation,WORKBOOK_CANONICAL,MEDIUM,,REVIEW_RECOMMENDED,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
lateral_bound_continuous,래터럴 바운드,SELECTABLE_CANONICAL,lateral_bound_continuous,RETAINED_CANONICAL,YES,EXISTING_STABLE_KEY_HISTORY_PRESERVED,BOUND,,LANDING|TAKEOFF,,HIGH,MODERATE,NONE,,,SEED_ONLY_INHERITED_FROM_DIRECT_ALIAS,LOW,,REVIEW_REQUIRED,SOURCE_METADATA_UNCHANGED,Final canonical reconciliation source row,FINAL_CLOSEOUT_2026-08-04
