"exerciseName","stableKey","currentCategoryType","estimatedMovementFamily","originalManualReviewRequired","originalSourceIdIssue","originalReasons","individualJudgement","familyJudgement","judgementPriority","rowManualReviewRequired","sourceReviewRequired","templateMissingReviewRequired","stressReviewRequired","sportSessionReviewRequired","sourceOnlyReview","overbroadManualReview","recommendedFamilyCorrection","recommendedSourceAction","recommendedNextAction","safeForTemplateDefault","safeForSeedMutation","notes"
"박스 스텝업","ex_6232f4bc","category=기능성운동; movement_category=SUPPORT; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT","STEP_UP_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:C_GLUTE_MED_MIN_META_PMC7727410|C_GLUTE_REHAB_EMG_PMC3201064","SOURCE_REVIEW","행 단위 manual review는 과잉","적절","P2","NO","YES","NO","NO","NO","YES","YES","","source-only 검토 적절","family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.","YES","NO","운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다."
"박스 점프","ex_d9e141e4","category=기능성운동; movement_category=PLYOMETRIC; force_type=PLYOMETRIC; movement_pattern=PLYOMETRIC_SSC|LOWER_BODY_POWER|LANDING_CONTROL_SUPPORT","PLYOMETRIC_JUMP_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_TRAINING_EFFECTS_PMC12239426","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW","수동검토 적절","적절","P1","NO","YES","NO","YES","NO","NO","NO","","source 검토 적절","session-level redundancy/fatigue cap에서만 사용하고 seed 자동 고부하 판정은 금지.","PARTIAL","NO","고부하/감속/SSC 후보라 session generator 충돌 검토가 필요하다."
"발목/고관절 가동성","ex_149730de","category=기능성운동; movement_category=MOBILITY; force_type=MOBILITY; movement_pattern=MOBILITY|RECOVERY_SUPPORT|ANKLE_HIP_MOBILITY","MOBILITY_WARMUP_RECOVERY_EXERCISES","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390|C_GLUTE_REHAB_EMG_PMC3201064","LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SOURCE_REVIEW","수동검토 적절","대체로 적절 또는 세부분리 필요","P1","YES","YES","NO","NO","NO","NO","NO","","source 검토 적절","자동 반영하지 말고 subtype/template 확인.","PARTIAL","NO","중간 신뢰도라 row-level review가 맞다."
"버피","ex_3f184ef9","category=기능성운동; movement_category=CONDITIONING; force_type=MIXED; movement_pattern=FULL_BODY_CONDITIONING|CARDIO|PLYOMETRIC_SUPPORT","CARDIO_RECORDS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:B_ACSM_2026_PMID41843416","LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SOURCE_REVIEW","수동검토 적절","세부분리 필요","P1","YES","YES","YES","NO","NO","NO","NO","BODYWEIGHT_CONDITIONING_POWER_REVIEW","source 검토 적절","자동 template 반영 금지. sidecar에서 별도 review family로 둬라.","NO","CANDIDATE","CARDIO_RECORDS는 가능하지만 점프/푸시업/전신 컨디셔닝 성격이 있어 자동 템플릿은 위험하다."
"불가리안 스플릿 스쿼트","ex_e2efd0fe","category=기능성운동; movement_category=SUPPORT; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT|DECELERATION_SUPPORT","LUNGE_SPLIT_SQUAT_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456|C_GLUTE_MED_MIN_META_PMC7727410","SOURCE_REVIEW","행 단위 manual review는 과잉","적절","P2","NO","YES","NO","NO","NO","YES","YES","","source-only 검토 적절","family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.","YES","NO","운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다."
"사이드 스텝 후 정지","ex_9b132c23","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT|LATERAL_DECELERATION_DIRECT","LATERAL_BOUND_LANDING_DECELERATION_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW","수동검토 적절","적절","P1","NO","YES","NO","YES","NO","NO","NO","","source 검토 적절","session-level redundancy/fatigue cap에서만 사용하고 seed 자동 고부하 판정은 금지.","PARTIAL","NO","고부하/감속/SSC 후보라 session generator 충돌 검토가 필요하다."
"사이드 플랭크","ex_f6d43398","category=기능성운동; movement_category=SUPPORT; force_type=CORE; movement_pattern=CORE_STABILITY|ANTI_LATERAL_FLEXION|LUMBOPELVIC_CONTROL","ANTI_ROTATION_ANTI_EXTENSION_CORE_VARIANTS","NO","NO","","NOT_IN_ORIGINAL_MANUAL_SET","NOT_REVIEWED","","NO","NO","NO","NO","NO","NO","NO","","NONE","Retain report-only classification; no manual action required.","YES","NO","No individual judgement row because original manualReviewRequired was NO."
"셔틀런","ex_a4040be3","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW","수동검토 적절","적절","P1","NO","YES","NO","YES","NO","NO","NO","","source 검토 적절","session-level redundancy/fatigue cap에서만 사용하고 seed 자동 고부하 판정은 금지.","PARTIAL","NO","고부하/감속/SSC 후보라 session generator 충돌 검토가 필요하다."
"스캡 푸시업","ex_c4535de3","category=기능성운동; movement_category=STRENGTH; force_type=PUSH; movement_pattern=PUSH_HORIZONTAL|CHEST_STRENGTH","BENCH_PRESS_DUMBBELL_PRESS_MACHINE_PRESS_VARIANTS","NO","NO","","NOT_IN_ORIGINAL_MANUAL_SET","NOT_REVIEWED","","NO","NO","NO","NO","NO","NO","NO","","NONE","Retain report-only classification; no manual action required.","YES","NO","No individual judgement row because original manualReviewRequired was NO."
"스케이터 스쿼트","ex_ee378da7","category=기능성운동; movement_category=SUPPORT; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT|DECELERATION_SUPPORT","SQUAT_VARIANTS","NO","NO","","NOT_IN_ORIGINAL_MANUAL_SET","NOT_REVIEWED","","NO","NO","NO","NO","NO","NO","NO","","NONE","Retain report-only classification; no manual action required.","YES","NO","No individual judgement row because original manualReviewRequired was NO."
"스킵 바운드","ex_c4ea0a2a","category=기능성운동; movement_category=RUNNING_DRILL; force_type=PLYOMETRIC; movement_pattern=RUNNING_DRILL|SPRINT_MECHANICS_SUPPORT|HORIZONTAL_POWER|PLYOMETRIC_SSC","RUNNING_MECHANICS_SUPPORT_REVIEW","YES","MISSING_SOURCE_ID","NO_TEMPLATE_MATCH|LOW_OR_MEDIUM_FAMILY_CONFIDENCE|HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW","수동검토 적절","대체로 적절","P1","NO","YES","YES","YES","NO","NO","NO","","source/template 누락 검토 적절","새 template/sourceId를 만든 뒤에만 seed 반영.","NO","NO","새로 분리한 review family이거나 template/source가 없어서 manual review가 맞다."
"스트라이드","ex_c5c2fdef","category=기능성운동; movement_category=RUNNING_DRILL; force_type=LOWER_BODY; movement_pattern=RUNNING_DRILL|SPRINT_MECHANICS_SUPPORT|ACCELERATION_SUPPORT|RUNNING_RHYTHM","RUNNING_MECHANICS_SUPPORT_REVIEW","YES","MISSING_SOURCE_ID","NO_TEMPLATE_MATCH|LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SOURCE_REVIEW","수동검토 적절","대체로 적절","P1","NO","YES","YES","NO","NO","NO","NO","","source/template 누락 검토 적절","새 template/sourceId를 만든 뒤에만 seed 반영.","NO","NO","새로 분리한 review family이거나 template/source가 없어서 manual review가 맞다."
"스트레칭","ex_dd16e07a","category=기능성운동; movement_category=MOBILITY; force_type=MOBILITY; movement_pattern=MOBILITY|RECOVERY_SUPPORT","MOBILITY_WARMUP_RECOVERY_EXERCISES","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390|C_GLUTE_REHAB_EMG_PMC3201064","LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SOURCE_REVIEW","수동검토 적절","대체로 적절 또는 세부분리 필요","P1","YES","YES","NO","NO","NO","NO","NO","","source 검토 적절","자동 반영하지 말고 subtype/template 확인.","PARTIAL","NO","중간 신뢰도라 row-level review가 맞다."
"스플릿 스텝","ex_c6d9efef","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=SPLIT_STEP_DIRECT|REACTION_AGILITY_DIRECT|FIRST_STEP_SUPPORT","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW","부분 과잉","적절","P1","NO","YES","NO","YES","NO","NO","YES","","source 검토 적절","family는 유지하되 high-stress flag는 intensity/volume 조건부로 낮춰라.","PARTIAL","NO","스플릿 스텝은 SSC/반응 성격은 있으나 high-stress로 묶기에는 과할 수 있다. intensity/volume 기준이 필요하다."
"스플릿 스텝 리액션","ex_8e69fc74","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=SPLIT_STEP_DIRECT|REACTION_AGILITY_DIRECT|FIRST_STEP_SUPPORT|CHANGE_OF_DIRECTION_DIRECT","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW","수동검토 적절","적절","P1","NO","YES","NO","YES","NO","NO","NO","","source 검토 적절","session-level redundancy/fatigue cap에서만 사용하고 seed 자동 고부하 판정은 금지.","PARTIAL","NO","고부하/감속/SSC 후보라 session generator 충돌 검토가 필요하다."
"스플릿 스텝 후 좌우 런지","ex_377448a9","category=기능성운동; movement_category=SUPPORT; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|LUNGE_PATTERN|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT|DECELERATION_SUPPORT","LUNGE_SPLIT_SQUAT_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456|C_GLUTE_MED_MIN_META_PMC7727410","SOURCE_REVIEW","행 단위 manual review는 과잉","적절","P2","NO","YES","NO","NO","NO","YES","YES","","source-only 검토 적절","family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.","YES","NO","운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다."
"싱글 레그 RDL","single_leg_rdl","category=기능성운동; movement_category=STRENGTH; force_type=HINGE; movement_pattern=HIP_HINGE|POSTERIOR_CHAIN_STRENGTH|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT","DEADLIFT_HINGE_VARIANTS","NO","NO","","NOT_IN_ORIGINAL_MANUAL_SET","NOT_REVIEWED","","NO","NO","NO","NO","NO","NO","NO","","NONE","Retain report-only classification; no manual action required.","YES","NO","No individual judgement row because original manualReviewRequired was NO."
"싱글 레그 박스 스쿼트","ex_85f12271","category=기능성운동; movement_category=SUPPORT; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT","SQUAT_VARIANTS","NO","NO","","NOT_IN_ORIGINAL_MANUAL_SET","NOT_REVIEWED","","NO","NO","NO","NO","NO","NO","NO","","NONE","Retain report-only classification; no manual action required.","YES","NO","No individual judgement row because original manualReviewRequired was NO."
"싱글 레그 홉 앤 스틱","ex_314df428","category=기능성운동; movement_category=PLYOMETRIC; force_type=PLYOMETRIC; movement_pattern=LANDING_CONTROL_DIRECT|DECELERATION_DIRECT|UNILATERAL_LOWER|PLYOMETRIC_SSC","PLYOMETRIC_JUMP_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_TRAINING_EFFECTS_PMC12239426","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW","수동검토 적절","적절","P1","NO","YES","NO","YES","NO","NO","NO","","source 검토 적절","session-level redundancy/fatigue cap에서만 사용하고 seed 자동 고부하 판정은 금지.","PARTIAL","NO","고부하/감속/SSC 후보라 session generator 충돌 검토가 필요하다."
"안세영 참고 고강도 랠리 풋워크","ex_c1bf2aa8","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT|REPEAT_SPRINT_ABILITY|AEROBIC_ANAEROBIC","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW","수동검토 적절","적절","P1","NO","YES","NO","YES","NO","NO","NO","","source 검토 적절","session-level redundancy/fatigue cap에서만 사용하고 seed 자동 고부하 판정은 금지.","PARTIAL","NO","고부하/감속/SSC 후보라 session generator 충돌 검토가 필요하다."
"앙클링","ex_a412dd45","category=기능성운동; movement_category=PLYOMETRIC; force_type=PLYOMETRIC; movement_pattern=ANKLE_STIFFNESS|PLYOMETRIC_SSC|RUNNING_DRILL","RUNNING_MECHANICS_SUPPORT_REVIEW","YES","MISSING_SOURCE_ID","NO_TEMPLATE_MATCH|LOW_OR_MEDIUM_FAMILY_CONFIDENCE|HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW","수동검토 적절","대체로 적절","P1","NO","YES","YES","YES","NO","NO","NO","","source/template 누락 검토 적절","새 template/sourceId를 만든 뒤에만 seed 반영.","NO","NO","새로 분리한 review family이거나 template/source가 없어서 manual review가 맞다."
"앞뒤 랜덤 콕줍기","ex_4255e429","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW","수동검토 적절","적절","P1","NO","YES","NO","YES","NO","NO","NO","","source 검토 적절","session-level redundancy/fatigue cap에서만 사용하고 seed 자동 고부하 판정은 금지.","PARTIAL","NO","고부하/감속/SSC 후보라 session generator 충돌 검토가 필요하다."
"애질리티 래더","ex_2055b629","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW","수동검토 적절","적절","P1","NO","YES","NO","YES","NO","NO","NO","","source 검토 적절","session-level redundancy/fatigue cap에서만 사용하고 seed 자동 고부하 판정은 금지.","PARTIAL","NO","고부하/감속/SSC 후보라 session generator 충돌 검토가 필요하다."
"원암 하프 닐링 프레스","ex_8380d7fe","category=기능성운동; movement_category=SUPPORT; force_type=PUSH; movement_pattern=PUSH_VERTICAL|SHOULDER_STRENGTH|SCAPULAR_UPWARD_ROTATION|SHOULDER_STABILITY_SUPPORT|TRUNK_STABILITY_SUPPORT|UNILATERAL_UPPER","OVERHEAD_PRESS_LANDMINE_PRESS_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390|E_BADMINTON_INJURY_PMC7205924","SOURCE_REVIEW","행 단위 manual review는 과잉","적절","P2","NO","YES","NO","NO","NO","YES","YES","","source-only 검토 적절","family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.","YES","NO","운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다. overhead/shoulder source review만 남기면 충분하다."
"월 드라이브","ex_f332aeab","category=기능성운동; movement_category=RUNNING_DRILL; force_type=LOWER_BODY; movement_pattern=RUNNING_DRILL|SPRINT_MECHANICS_SUPPORT|KNEE_DRIVE","RUNNING_MECHANICS_SUPPORT_REVIEW","YES","MISSING_SOURCE_ID","NO_TEMPLATE_MATCH|LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SOURCE_REVIEW","수동검토 적절","대체로 적절","P1","NO","YES","YES","NO","NO","NO","NO","","source/template 누락 검토 적절","새 template/sourceId를 만든 뒤에만 seed 반영.","NO","NO","새로 분리한 review family이거나 template/source가 없어서 manual review가 맞다."
"월 슬라이드","ex_f97a05ab","category=기능성운동; movement_category=SUPPORT; force_type=SUPPORT; movement_pattern=SCAPULAR_CONTROL|SHOULDER_PREHAB|SCAPULAR_UPWARD_ROTATION|SHOULDER_MOBILITY","FACE_PULL_LOWER_TRAP_SERRATUS_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390","SOURCE_REVIEW","행 단위 manual review는 과잉","적절","P2","NO","YES","NO","NO","NO","YES","YES","","source-only 검토 적절","family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.","YES","NO","운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다."
"점프 런지","ex_df966b45","category=기능성운동; movement_category=SUPPORT; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|LUNGE_PATTERN|UNILATERAL_LOWER|PLYOMETRIC_SSC|LANDING_CONTROL_SUPPORT","LUNGE_SPLIT_SQUAT_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456|C_GLUTE_MED_MIN_META_PMC7727410","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW","수동검토 적절","적절","P1","NO","YES","NO","YES","NO","NO","NO","","source 검토 적절","session-level redundancy/fatigue cap에서만 사용하고 seed 자동 고부하 판정은 금지.","PARTIAL","NO","고부하/감속/SSC 후보라 session generator 충돌 검토가 필요하다."
"좌우 랜덤 콕줍기","ex_421ba24b","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT|LATERAL_DECELERATION_DIRECT","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW","수동검토 적절","적절","P1","NO","YES","NO","YES","NO","NO","NO","","source 검토 적절","session-level redundancy/fatigue cap에서만 사용하고 seed 자동 고부하 판정은 금지.","PARTIAL","NO","고부하/감속/SSC 후보라 session generator 충돌 검토가 필요하다."
"케틀벨 스윙","ex_7404067c","category=기능성운동; movement_category=POWER; force_type=POWER; movement_pattern=HIP_HINGE|POSTERIOR_CHAIN_STRENGTH|HIP_POWER|BALLISTIC_HINGE","DEADLIFT_HINGE_VARIANTS","NO","NO","","NOT_IN_ORIGINAL_MANUAL_SET","NOT_REVIEWED","","NO","NO","NO","NO","NO","NO","NO","","NONE","Retain report-only classification; no manual action required.","YES","NO","No individual judgement row because original manualReviewRequired was NO."
"코사크 스쿼트","ex_a611010d","category=기능성운동; movement_category=SUPPORT; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN|FRONTAL_PLANE_LOWER|ADDUCTOR_GLUTE_SUPPORT","SQUAT_VARIANTS","NO","NO","","NOT_IN_ORIGINAL_MANUAL_SET","NOT_REVIEWED","","NO","NO","NO","NO","NO","NO","NO","","NONE","Retain report-only classification; no manual action required.","YES","NO","No individual judgement row because original manualReviewRequired was NO."
"코펜하겐 플랭크","ex_a8385c4a","category=기능성운동; movement_category=SUPPORT; force_type=CORE; movement_pattern=CORE_STABILITY|ANTI_LATERAL_FLEXION|LUMBOPELVIC_CONTROL|ADDUCTOR_STRENGTH_SUPPORT","ANTI_ROTATION_ANTI_EXTENSION_CORE_VARIANTS","NO","NO","","NOT_IN_ORIGINAL_MANUAL_SET","NOT_REVIEWED","","NO","NO","NO","NO","NO","NO","NO","","NONE","Retain report-only classification; no manual action required.","YES","NO","No individual judgement row because original manualReviewRequired was NO."
"콘 드릴","ex_a4350c0f","category=기능성운동; movement_category=AGILITY; force_type=AGILITY; movement_pattern=FOOTWORK_DIRECT|CHANGE_OF_DIRECTION_DIRECT|DECELERATION_DIRECT|REACTION_AGILITY_DIRECT","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW","수동검토 적절","적절","P1","NO","YES","NO","YES","NO","NO","NO","","source 검토 적절","session-level redundancy/fatigue cap에서만 사용하고 seed 자동 고부하 판정은 금지.","PARTIAL","NO","고부하/감속/SSC 후보라 session generator 충돌 검토가 필요하다."
"터키시 겟업","ex_91f6958d","category=기능성운동; movement_category=SUPPORT; force_type=MIXED; movement_pattern=FULL_BODY_COORDINATION|SHOULDER_STABILITY_SUPPORT|TRUNK_STABILITY_SUPPORT|HIP_MOBILITY","MOBILITY_WARMUP_RECOVERY_EXERCISES","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390|C_GLUTE_REHAB_EMG_PMC3201064","LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SOURCE_REVIEW","수동검토 적절","수정 필요","P0","YES","YES","YES","NO","NO","NO","NO","TURKISH_GETUP_TOTAL_BODY_STABILITY_REVIEW","source 검토 적절","sidecar 생성 전 family 보정 규칙을 추가하라.","NO","CANDIDATE","MOBILITY/RECOVERY보다 전신 안정성/캐리/어깨 안정성 계열로 별도 review가 적절하다."
"파머스 캐리","ex_a1fc4533","category=기능성운동; movement_category=SUPPORT; force_type=CARRY; movement_pattern=LOADED_CARRY|GRIP_SUPPORT|TRUNK_STABILITY_SUPPORT|GAIT_STABILITY","LOADED_CARRY_VARIANTS","NO","NO","","NOT_IN_ORIGINAL_MANUAL_SET","NOT_REVIEWED","","NO","NO","NO","NO","NO","NO","NO","","NONE","Retain report-only classification; no manual action required.","YES","NO","No individual judgement row because original manualReviewRequired was NO."
"팔로프 프레스","ex_99728d25","category=기능성운동; movement_category=SUPPORT; force_type=CORE; movement_pattern=CORE_STABILITY|ANTI_ROTATION|TRUNK_CONTROL_SUPPORT","ANTI_ROTATION_ANTI_EXTENSION_CORE_VARIANTS","YES","NO","LOW_OR_MEDIUM_FAMILY_CONFIDENCE","수동검토 적절","대체로 적절 또는 세부분리 필요","P1","YES","NO","NO","NO","NO","NO","NO","","해당 없음","자동 반영하지 말고 subtype/template 확인.","PARTIAL","NO","중간 신뢰도라 row-level review가 맞다."
"포고 점프","ex_e465d1e9","category=기능성운동; movement_category=PLYOMETRIC; force_type=PLYOMETRIC; movement_pattern=ANKLE_STIFFNESS|PLYOMETRIC_SSC","CALF_RAISE_ANKLE_STIFFNESS_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW","수동검토 적절","적절","P1","NO","YES","NO","YES","NO","NO","NO","","source 검토 적절","session-level redundancy/fatigue cap에서만 사용하고 seed 자동 고부하 판정은 금지.","PARTIAL","NO","고부하/감속/SSC 후보라 session generator 충돌 검토가 필요하다."
"플랭크","ex_a44ae2ca","category=기능성운동; movement_category=SUPPORT; force_type=CORE; movement_pattern=CORE_STABILITY|ANTI_EXTENSION|ANTERIOR_CORE","ANTI_ROTATION_ANTI_EXTENSION_CORE_VARIANTS","NO","NO","","NOT_IN_ORIGINAL_MANUAL_SET","NOT_REVIEWED","","NO","NO","NO","NO","NO","NO","NO","","NONE","Retain report-only classification; no manual action required.","YES","NO","No individual judgement row because original manualReviewRequired was NO."
"피스톨 스쿼트","ex_d67e5761","category=기능성운동; movement_category=SUPPORT; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT","SQUAT_VARIANTS","NO","NO","","NOT_IN_ORIGINAL_MANUAL_SET","NOT_REVIEWED","","NO","NO","NO","NO","NO","NO","NO","","NONE","Retain report-only classification; no manual action required.","YES","NO","No individual judgement row because original manualReviewRequired was NO."
"하이니 스킵","ex_c821775c","category=기능성운동; movement_category=RUNNING_DRILL; force_type=PLYOMETRIC; movement_pattern=RUNNING_DRILL|SPRINT_MECHANICS_SUPPORT|KNEE_DRIVE","RUNNING_MECHANICS_SUPPORT_REVIEW","YES","MISSING_SOURCE_ID","NO_TEMPLATE_MATCH|LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SOURCE_REVIEW","수동검토 적절","대체로 적절","P1","NO","YES","YES","NO","NO","NO","NO","","source/template 누락 검토 적절","새 template/sourceId를 만든 뒤에만 seed 반영.","NO","NO","새로 분리한 review family이거나 template/source가 없어서 manual review가 맞다."
"하프 닐링 원암 프레스","ex_8e1b313e","category=기능성운동; movement_category=SUPPORT; force_type=PUSH; movement_pattern=PUSH_VERTICAL|SHOULDER_STRENGTH|SCAPULAR_UPWARD_ROTATION|SHOULDER_STABILITY_SUPPORT|TRUNK_STABILITY_SUPPORT|UNILATERAL_UPPER","OVERHEAD_PRESS_LANDMINE_PRESS_VARIANTS","YES","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390|E_BADMINTON_INJURY_PMC7205924","SOURCE_REVIEW","행 단위 manual review는 과잉","적절","P2","NO","YES","NO","NO","NO","YES","YES","","source-only 검토 적절","family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.","YES","NO","운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다. overhead/shoulder source review만 남기면 충분하다."
