"exerciseName","stableKey","currentCategoryType","currentMovementPattern","currentMovementCategory","currentForceType","currentActivityKind","currentPlanningEligibility","proposedMovementFamily","proposedMovementSubtype","proposedDetailedMuscleTags","proposedMuscleContribution","proposedProgramSlot","proposedRedundancyGroup","proposedProgressMetricType","proposedFatigueProfile","proposedBadmintonTransferDirect","proposedBadmintonTransferSupportive","proposedAnalysisEligibility","proposedEvidenceSourceGroup","proposedEvidenceLevel","metadataConfidenceCandidate","sourceReviewRequired","rowManualReviewRequired","templateMissingReviewRequired","stressReviewRequired","sportSessionReviewRequired","sourceOnlyReview","overbroadManualReview","safeForTemplateDefault","safeForSeedMutation","proposalStatus","proposalReason","recommendedNextAction","notes"
"스미스 머신 런지","ex_1052e9fa","category=근력운동; movement_category=STRENGTH; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|LUNGE_PATTERN|UNILATERAL_LOWER","KNEE_DOMINANT|LOWER_BODY_STRENGTH|LUNGE_PATTERN|UNILATERAL_LOWER","STRENGTH","LOWER_BODY","EXERCISE","NOT_PRESENT_IN_SEED","LUNGE_SPLIT_SQUAT_VARIANTS","NEEDS_SUBTYPE_REVIEW","QUADRICEPS|RECTUS_FEMORIS|GLUTE_MAX|HAMSTRINGS|HIP_ADDUCTORS|GASTROCNEMIUS|SOLEUS|GLUTE_MED_MIN|DEEP_CORE|OBLIQUES|TIBIALIS_ANTERIOR","{""QUADRICEPS"":0.25,""RECTUS_FEMORIS"":0.1,""GLUTE_MAX"":0.25,""HAMSTRINGS"":0.1,""HIP_ADDUCTORS"":0.08,""GASTROCNEMIUS"":0.05,""SOLEUS"":0.05,""GLUTE_MED_MIN"":0.05,""DEEP_CORE"":0.04,""OBLIQUES"":0.03}","UNILATERAL_LOWER_STRENGTH","LUNGE_UNILATERAL_LOWER","VOLUME_LOAD","LOCAL_MUSCLE, SYSTEMIC moderate, DECELERATION if dynamic/lateral/front lunge","LUNGE_REACH for badminton-specific front/lateral lunge drills","HIP_STABILITY_SUPPORT, KNEE_CONTROL","FATIGUE, HYPERTROPHY_VOLUME, BADMINTON_TRANSFER if court-specific, BALANCE","A_OPENSTAX_11_6|E_BADMINTON_LUNGE_PMC7648456|C_GLUTE_MED_MIN_META_PMC7727410","anatomy_textbook","MEDIUM","YES","NO","NO","NO","NO","YES","YES","YES","NO","NEEDS_SOURCE_REVIEW","Family is usable as a draft, but evidence source verification remains.","VERIFY_EXISTING_SOURCE_IDS","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Subtype intentionally left for review; no broad exercise-name parsing was used. Sources need network recheck: E_BADMINTON_LUNGE_PMC7648456|C_GLUTE_MED_MIN_META_PMC7727410"
"스미스 머신 스쿼트","ex_fa3416f6","category=근력운동; movement_category=STRENGTH; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN","KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN","STRENGTH","LOWER_BODY","EXERCISE","NOT_PRESENT_IN_SEED","SQUAT_VARIANTS","NEEDS_SUBTYPE_REVIEW","QUADRICEPS|RECTUS_FEMORIS|GLUTE_MAX|HAMSTRINGS|ERECTOR_SPINAE|GLUTE_MED_MIN|DEEP_CORE|OBLIQUES|HIP_ADDUCTORS","{""QUADRICEPS"":0.3,""RECTUS_FEMORIS"":0.1,""GLUTE_MAX"":0.25,""HAMSTRINGS"":0.08,""ERECTOR_SPINAE"":0.1,""DEEP_CORE"":0.07,""GLUTE_MED_MIN"":0.05,""HIP_ADDUCTORS"":0.05}","MAIN_LOWER_STRENGTH","SQUAT_PATTERN_HEAVY_LOWER","VOLUME_LOAD","SYSTEMIC, NEURAL_HEAVY, LOCAL_MUSCLE, HIGH or MODERATE axial load","NONE","LOWER_STRENGTH_SUPPORT, KNEE_CONTROL, HIP_STABILITY_SUPPORT","FATIGUE, STRENGTH_PROGRESS, HYPERTROPHY_VOLUME, BALANCE","A_OPENSTAX_11_6|B_ACSM_2009_PMID19204579|B_NSCA_ESSENTIALS_5E|C_GLUTE_MAX_REVIEW_PMC7039033","governing_body_resource","LOW","NO","NO","NO","YES","NO","NO","NO","PARTIAL","NO","NEEDS_STRESS_REVIEW","Axial, plyometric, deceleration, SSC, or session stress mapping needs review.","REVIEW_STRESS_AND_RECOVERY_MAPPING","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Subtype intentionally left for review; no broad exercise-name parsing was used."
"스캡 풀업","ex_e1894690","category=근력운동; movement_category=STRENGTH; force_type=PULL; movement_pattern=PULL_VERTICAL|BACK_STRENGTH|SCAPULAR_CONTROL","PULL_VERTICAL|BACK_STRENGTH|SCAPULAR_CONTROL","STRENGTH","PULL","EXERCISE","NOT_PRESENT_IN_SEED","PULL_UP_CHIN_UP_LAT_PULLDOWN_VARIANTS","NEEDS_SUBTYPE_REVIEW","LATISSIMUS_DORSI|TERES_MAJOR|BICEPS_BRACHII|BRACHIALIS|BRACHIORADIALIS|TRAPEZIUS_LOWER|TRAPEZIUS_MIDDLE|GRIP_FLEXORS|DEEP_CORE|ROTATOR_CUFF_EXTERNAL","{""LATISSIMUS_DORSI"":0.32,""TERES_MAJOR"":0.1,""BICEPS_BRACHII"":0.14,""BRACHIALIS"":0.07,""BRACHIORADIALIS"":0.06,""TRAPEZIUS_LOWER"":0.08,""TRAPEZIUS_MIDDLE"":0.06,""GRIP_FLEXORS"":0.08,""DEEP_CORE"":0.05,""ROTATOR_CUFF_EXTERNAL"":0.04}","VERTICAL_PULL_STRENGTH","VERTICAL_PULL_COMPOUND","VOLUME_LOAD","LOCAL_MUSCLE, NEURAL_HEAVY if weighted, GRIP_FOREARM","NONE","GRIP_FOREARM, SHOULDER_DURABILITY","FATIGUE, STRENGTH_PROGRESS, HYPERTROPHY_VOLUME, BADMINTON_TRANSFER, BALANCE","A_OPENSTAX_11_5|C_LAT_PULLDOWN_EMG_PMC449729|E_BADMINTON_INJURY_PMC7205924","anatomy_textbook","MEDIUM","YES","NO","NO","NO","NO","YES","YES","YES","NO","NEEDS_SOURCE_REVIEW","Family is usable as a draft, but evidence source verification remains.","VERIFY_EXISTING_SOURCE_IDS","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Subtype intentionally left for review; no broad exercise-name parsing was used. Sources need network recheck: C_LAT_PULLDOWN_EMG_PMC449729|E_BADMINTON_INJURY_PMC7205924"
"스쿼트","barbell_back_squat","category=근력운동; movement_category=STRENGTH; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN","KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN","STRENGTH","LOWER_BODY","EXERCISE","NOT_PRESENT_IN_SEED","SQUAT_VARIANTS","BACK_SQUAT","QUADRICEPS|RECTUS_FEMORIS|GLUTE_MAX|HAMSTRINGS|ERECTOR_SPINAE|GLUTE_MED_MIN|DEEP_CORE|OBLIQUES|HIP_ADDUCTORS","{""QUADRICEPS"":0.3,""RECTUS_FEMORIS"":0.1,""GLUTE_MAX"":0.25,""HAMSTRINGS"":0.08,""ERECTOR_SPINAE"":0.1,""DEEP_CORE"":0.07,""GLUTE_MED_MIN"":0.05,""HIP_ADDUCTORS"":0.05}","MAIN_LOWER_STRENGTH","SQUAT_PATTERN_HEAVY_LOWER","ESTIMATED_1RM","SYSTEMIC, NEURAL_HEAVY, LOCAL_MUSCLE, HIGH or MODERATE axial load","NONE","LOWER_STRENGTH_SUPPORT, KNEE_CONTROL, HIP_STABILITY_SUPPORT","FATIGUE, STRENGTH_PROGRESS, HYPERTROPHY_VOLUME, BALANCE","A_OPENSTAX_11_6|B_ACSM_2009_PMID19204579|B_NSCA_ESSENTIALS_5E|C_GLUTE_MAX_REVIEW_PMC7039033","governing_body_resource","LOW","NO","NO","NO","YES","NO","NO","NO","PARTIAL","NO","NEEDS_STRESS_REVIEW","Axial, plyometric, deceleration, SSC, or session stress mapping needs review.","REVIEW_STRESS_AND_RECOVERY_MAPPING","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement."
"스탠딩 레그 컬","ex_b59bed7d","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=KNEE_FLEXION|HAMSTRING_STRENGTH","KNEE_FLEXION|HAMSTRING_STRENGTH","ACCESSORY","ISOLATION","EXERCISE","NOT_PRESENT_IN_SEED","HAMSTRING_CURL_VARIANTS","NEEDS_SUBTYPE_REVIEW","HAMSTRINGS|GASTROCNEMIUS|GLUTE_MAX|GLUTE_MED_MIN|DEEP_CORE","{""HAMSTRINGS"":0.65,""GASTROCNEMIUS"":0.1,""GLUTE_MAX"":0.05,""GLUTE_MED_MIN"":0.08,""DEEP_CORE"":0.07,""HIP_ADDUCTORS"":0.05}","POSTERIOR_CHAIN_ACCESSORY","HAMSTRING_KNEE_FLEXION","VOLUME_LOAD","LOCAL_MUSCLE, SHORT to MEDIUM decay","NONE","POSTERIOR_CHAIN_CAPACITY","FATIGUE, HYPERTROPHY_VOLUME","A_OPENSTAX_11_6|B_ACSM_2009_PMID19204579","anatomy_textbook","HIGH","NO","NO","NO","NO","NO","NO","NO","YES","NO","READY_TEMPLATE_CANDIDATE","Audited family template is complete and no review flag remains.","HUMAN_APPROVE_TEMPLATE_BEFORE_SEED_PATCH","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Subtype intentionally left for review; no broad exercise-name parsing was used."
"스탠딩 카프 레이즈","ex_bd072cd","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=CALF_ANKLE_STRENGTH|ANKLE_STIFFNESS_SUPPORT","CALF_ANKLE_STRENGTH|ANKLE_STIFFNESS_SUPPORT","ACCESSORY","ISOLATION","EXERCISE","NOT_PRESENT_IN_SEED","CALF_RAISE_ANKLE_STIFFNESS_VARIANTS","NEEDS_SUBTYPE_REVIEW","GASTROCNEMIUS|SOLEUS|TIBIALIS_ANTERIOR|DEEP_CORE","{""GASTROCNEMIUS"":0.35,""SOLEUS"":0.3,""TIBIALIS_ANTERIOR"":0.1,""DEEP_CORE"":0.05,""GLUTE_MED_MIN"":0.05,""QUADRICEPS"":0.05,""HAMSTRINGS"":0.05,""HIP_ADDUCTORS"":0.05}","ANKLE_CALF_SUPPORT","CALF_ACHILLES_ANKLE_STIFFNESS","VOLUME_LOAD","LOCAL_MUSCLE, ELASTIC_SSC for hops/pogos","NONE by default","ANKLE_SSC_SUPPORT, LANDING_SUPPORT","FATIGUE, HYPERTROPHY_VOLUME, BADMINTON_TRANSFER for SSC drills, BALANCE","A_OPENSTAX_11_6|E_BADMINTON_LUNGE_PMC7648456","anatomy_textbook","MEDIUM","YES","NO","NO","NO","NO","YES","YES","YES","NO","NEEDS_SOURCE_REVIEW","Family is usable as a draft, but evidence source verification remains.","VERIFY_EXISTING_SOURCE_IDS","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Subtype intentionally left for review; no broad exercise-name parsing was used. Sources need network recheck: E_BADMINTON_LUNGE_PMC7648456"
"스트레이트암 풀다운","ex_ca5cce66","category=근력운동; movement_category=ACCESSORY; force_type=PULL; movement_pattern=SHOULDER_EXTENSION|LAT_ACCESSORY|SCAPULAR_CONTROL","SHOULDER_EXTENSION|LAT_ACCESSORY|SCAPULAR_CONTROL","ACCESSORY","PULL","EXERCISE","NOT_PRESENT_IN_SEED","LAT_STRAIGHT_ARM_PULLDOWN_OR_PULLOVER_ACCESSORY_REVIEW","STRAIGHT_ARM_PULLDOWN","REVIEW","REVIEW","REVIEW","REVIEW","REVIEW","REVIEW","REVIEW","REVIEW","REVIEW","NEEDS_SOURCE_TEMPLATE","heuristic_only","NEEDS_REVIEW","YES","YES","YES","NO","NO","NO","NO","NO","CANDIDATE","NEEDS_ROW_REVIEW","Row family or subtype requires explicit human judgement before mutation.","CONFIRM_FAMILY_AND_SUBTYPE","Draft only; do not mutate seed without human approval. No approved family template; concrete muscle values were not invented."
"스파이더 컬","ex_516f4456","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT|BICEPS_ISOLATION_STRICT","ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT|BICEPS_ISOLATION_STRICT","ACCESSORY","ISOLATION","EXERCISE","NOT_PRESENT_IN_SEED","ELBOW_FLEXION_BICEPS_CURL_VARIANTS","SPIDER_CURL","BICEPS_BRACHII|BRACHIALIS|BRACHIORADIALIS|FOREARM_FLEXORS|GRIP_FLEXORS|DEEP_CORE","{""BICEPS_BRACHII"":0.45,""BRACHIALIS"":0.18,""BRACHIORADIALIS"":0.12,""FOREARM_FLEXORS"":0.10,""GRIP_FLEXORS"":0.08,""DEEP_CORE"":0.07}","BICEPS_ACCESSORY","ELBOW_FLEXION_CURL","VOLUME_LOAD","LOCAL_MUSCLE,ELBOW_FLEXION,GRIP_FOREARM_LOW_TO_MODERATE,LOW_SYSTEMIC","NONE","GRIP_FOREARM_SUPPORT_WHEN_MEANINGFUL","FATIGUE,HYPERTROPHY_VOLUME,BADMINTON_TRANSFER,BALANCE","A_OPENSTAX_11_5|E_BADMINTON_INJURY_PMC7205924","anatomy_textbook","MEDIUM","YES","NO","NO","NO","NO","YES","NO","YES","NO","NEEDS_SOURCE_REVIEW","Arm family is corrected; badminton-support source still needs network recheck.","VERIFY_EXISTING_SOURCE_IDS","V2 taxonomy correction draft only. Muscle contribution is an app-internal heuristic, not a physiological measurement. Do not mutate seed without human approval."
"스플릿 스쿼트","ex_f2a79d37","category=근력운동; movement_category=STRENGTH; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT","KNEE_DOMINANT|LOWER_BODY_STRENGTH|SQUAT_PATTERN|UNILATERAL_LOWER|HIP_STABILITY_SUPPORT","STRENGTH","LOWER_BODY","EXERCISE","NOT_PRESENT_IN_SEED","LUNGE_SPLIT_SQUAT_VARIANTS","NEEDS_SUBTYPE_REVIEW","QUADRICEPS|RECTUS_FEMORIS|GLUTE_MAX|HAMSTRINGS|HIP_ADDUCTORS|GASTROCNEMIUS|SOLEUS|GLUTE_MED_MIN|DEEP_CORE|OBLIQUES|TIBIALIS_ANTERIOR","{""QUADRICEPS"":0.25,""RECTUS_FEMORIS"":0.1,""GLUTE_MAX"":0.25,""HAMSTRINGS"":0.1,""HIP_ADDUCTORS"":0.08,""GASTROCNEMIUS"":0.05,""SOLEUS"":0.05,""GLUTE_MED_MIN"":0.05,""DEEP_CORE"":0.04,""OBLIQUES"":0.03}","UNILATERAL_LOWER_STRENGTH","LUNGE_UNILATERAL_LOWER","VOLUME_LOAD","LOCAL_MUSCLE, SYSTEMIC moderate, DECELERATION if dynamic/lateral/front lunge","LUNGE_REACH for badminton-specific front/lateral lunge drills","HIP_STABILITY_SUPPORT, KNEE_CONTROL","FATIGUE, HYPERTROPHY_VOLUME, BADMINTON_TRANSFER if court-specific, BALANCE","A_OPENSTAX_11_6|E_BADMINTON_LUNGE_PMC7648456|C_GLUTE_MED_MIN_META_PMC7727410","anatomy_textbook","MEDIUM","YES","NO","NO","NO","NO","YES","YES","YES","NO","NEEDS_SOURCE_REVIEW","Family is usable as a draft, but evidence source verification remains.","VERIFY_EXISTING_SOURCE_IDS","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Subtype intentionally left for review; no broad exercise-name parsing was used. Sources need network recheck: E_BADMINTON_LUNGE_PMC7648456|C_GLUTE_MED_MIN_META_PMC7727410"
"시티드 원암 케이블 로우","ex_a76f20b6","category=근력운동; movement_category=STRENGTH; force_type=PULL; movement_pattern=PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION|UNILATERAL_UPPER","PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION|UNILATERAL_UPPER","STRENGTH","PULL","EXERCISE","NOT_PRESENT_IN_SEED","ROW_VARIANTS","NEEDS_SUBTYPE_REVIEW","LATISSIMUS_DORSI|RHOMBOIDS|TRAPEZIUS_MIDDLE|POSTERIOR_DELTOID|BICEPS_BRACHII|BRACHIALIS|BRACHIORADIALIS|TRAPEZIUS_LOWER|ROTATOR_CUFF_EXTERNAL|GRIP_FLEXORS|DEEP_CORE|OBLIQUES","{""LATISSIMUS_DORSI"":0.25,""RHOMBOIDS"":0.15,""TRAPEZIUS_MIDDLE"":0.15,""POSTERIOR_DELTOID"":0.12,""BICEPS_BRACHII"":0.1,""BRACHIALIS"":0.05,""BRACHIORADIALIS"":0.04,""GRIP_FLEXORS"":0.05,""TRAPEZIUS_LOWER"":0.04,""DEEP_CORE"":0.03,""OBLIQUES"":0.02}","HORIZONTAL_PULL_STRENGTH","HORIZONTAL_PULL_COMPOUND","VOLUME_LOAD","LOCAL_MUSCLE, NEURAL_HEAVY moderate for heavy barbell, GRIP_FOREARM, ANTI_ROTATION for unilateral","NONE","SHOULDER_DURABILITY, ANTI_ROTATION_STABILITY, GRIP_FOREARM","FATIGUE, STRENGTH_PROGRESS, HYPERTROPHY_VOLUME, BADMINTON_TRANSFER, BALANCE","A_OPENSTAX_11_5|C_INVERTED_ROW_EMG_SNARR_ESCO_2013|D_SCAP_ROTATOR_CUFF_PMC2857390","anatomy_textbook","NEEDS_REVIEW","YES","YES","NO","NO","NO","NO","NO","PARTIAL","NO","NEEDS_ROW_REVIEW","Row family or subtype requires explicit human judgement before mutation.","CONFIRM_FAMILY_AND_SUBTYPE","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Subtype intentionally left for review; no broad exercise-name parsing was used. Inverted-row evidence is retained, but non-inverted row subtype needs manual source review. Sources need network recheck: D_SCAP_ROTATOR_CUFF_PMC2857390"
"시티드 카프 레이즈","ex_5c8751d2","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=CALF_ANKLE_STRENGTH|ANKLE_STIFFNESS_SUPPORT","CALF_ANKLE_STRENGTH|ANKLE_STIFFNESS_SUPPORT","ACCESSORY","ISOLATION","EXERCISE","NOT_PRESENT_IN_SEED","CALF_RAISE_ANKLE_STIFFNESS_VARIANTS","NEEDS_SUBTYPE_REVIEW","GASTROCNEMIUS|SOLEUS|TIBIALIS_ANTERIOR|DEEP_CORE","{""GASTROCNEMIUS"":0.35,""SOLEUS"":0.3,""TIBIALIS_ANTERIOR"":0.1,""DEEP_CORE"":0.05,""GLUTE_MED_MIN"":0.05,""QUADRICEPS"":0.05,""HAMSTRINGS"":0.05,""HIP_ADDUCTORS"":0.05}","ANKLE_CALF_SUPPORT","CALF_ACHILLES_ANKLE_STIFFNESS","VOLUME_LOAD","LOCAL_MUSCLE, ELASTIC_SSC for hops/pogos","NONE by default","ANKLE_SSC_SUPPORT, LANDING_SUPPORT","FATIGUE, HYPERTROPHY_VOLUME, BADMINTON_TRANSFER for SSC drills, BALANCE","A_OPENSTAX_11_6|E_BADMINTON_LUNGE_PMC7648456","anatomy_textbook","MEDIUM","YES","NO","NO","NO","NO","YES","YES","YES","NO","NEEDS_SOURCE_REVIEW","Family is usable as a draft, but evidence source verification remains.","VERIFY_EXISTING_SOURCE_IDS","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Subtype intentionally left for review; no broad exercise-name parsing was used. Sources need network recheck: E_BADMINTON_LUNGE_PMC7648456"
"싱글 레그 글루트 브릿지","ex_5715d6ca","category=근력운동; movement_category=SUPPORT; force_type=HINGE; movement_pattern=HIP_EXTENSION|GLUTE_STRENGTH|POSTERIOR_CHAIN_ACCESSORY|PELVIC_STABILITY|UNILATERAL_LOWER","HIP_EXTENSION|GLUTE_STRENGTH|POSTERIOR_CHAIN_ACCESSORY|PELVIC_STABILITY|UNILATERAL_LOWER","SUPPORT","HINGE","EXERCISE","NOT_PRESENT_IN_SEED","HIP_THRUST_GLUTE_BRIDGE_VARIANTS","NEEDS_SUBTYPE_REVIEW","GLUTE_MAX|HAMSTRINGS|GLUTE_MED_MIN|HIP_ADDUCTORS|DEEP_CORE|OBLIQUES","{""GLUTE_MAX"":0.45,""HAMSTRINGS"":0.15,""GLUTE_MED_MIN"":0.12,""HIP_ADDUCTORS"":0.08,""DEEP_CORE"":0.1,""OBLIQUES"":0.05,""QUADRICEPS"":0.05}","GLUTE_POSTERIOR_CHAIN_ACCESSORY","HIP_THRUST_GLUTE","VOLUME_LOAD","LOCAL_MUSCLE, moderate systemic if heavily loaded, low axial compared with deadlift","NONE","POSTERIOR_CHAIN_CAPACITY, HIP_STABILITY_SUPPORT","FATIGUE, HYPERTROPHY_VOLUME, BALANCE","C_HIP_THRUST_REVIEW_PMC6544005|C_GLUTE_MAX_REVIEW_PMC7039033|C_GLUTE_REHAB_EMG_PMC3201064","emg_study","MEDIUM","YES","NO","NO","NO","NO","YES","YES","YES","NO","NEEDS_SOURCE_REVIEW","Family is usable as a draft, but evidence source verification remains.","VERIFY_EXISTING_SOURCE_IDS","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Subtype intentionally left for review; no broad exercise-name parsing was used. Sources need network recheck: C_GLUTE_REHAB_EMG_PMC3201064"
"싱글 레그 레그 익스텐션","ex_d60745b4","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=KNEE_EXTENSION|QUAD_ISOLATION|UNILATERAL_LOWER","KNEE_EXTENSION|QUAD_ISOLATION|UNILATERAL_LOWER","ACCESSORY","ISOLATION","EXERCISE","NOT_PRESENT_IN_SEED","KNEE_EXTENSION_QUAD_ISOLATION_REVIEW","SINGLE_LEG_LEG_EXTENSION","QUADRICEPS|RECTUS_FEMORIS|DEEP_CORE","REVIEW","KNEE_EXTENSION_ACCESSORY_REVIEW","KNEE_EXTENSION_QUAD_ISOLATION_REVIEW","VOLUME_LOAD","LOCAL_MUSCLE,KNEE_EXTENSION,LOW_SYSTEMIC","NONE","KNEE_CONTROL_SUPPORT","FATIGUE,HYPERTROPHY_VOLUME,BALANCE","A_OPENSTAX_11_6","anatomy_textbook","NEEDS_REVIEW","NO","YES","YES","NO","NO","NO","NO","NO","NO","NEEDS_ROW_REVIEW","Leg extension is separated from the leg-press compound template.","DEFINE_KNEE_EXTENSION_ISOLATION_TEMPLATE","V2 taxonomy correction draft only. Muscle contribution is an app-internal heuristic, not a physiological measurement. Do not mutate seed without human approval."
"싱글 레그 레그 컬","ex_8824026f","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=KNEE_FLEXION|HAMSTRING_STRENGTH","KNEE_FLEXION|HAMSTRING_STRENGTH","ACCESSORY","ISOLATION","EXERCISE","NOT_PRESENT_IN_SEED","HAMSTRING_CURL_VARIANTS","NEEDS_SUBTYPE_REVIEW","HAMSTRINGS|GASTROCNEMIUS|GLUTE_MAX|GLUTE_MED_MIN|DEEP_CORE","{""HAMSTRINGS"":0.65,""GASTROCNEMIUS"":0.1,""GLUTE_MAX"":0.05,""GLUTE_MED_MIN"":0.08,""DEEP_CORE"":0.07,""HIP_ADDUCTORS"":0.05}","POSTERIOR_CHAIN_ACCESSORY","HAMSTRING_KNEE_FLEXION","VOLUME_LOAD","LOCAL_MUSCLE, SHORT to MEDIUM decay","NONE","POSTERIOR_CHAIN_CAPACITY","FATIGUE, HYPERTROPHY_VOLUME","A_OPENSTAX_11_6|B_ACSM_2009_PMID19204579","anatomy_textbook","HIGH","NO","NO","NO","NO","NO","NO","NO","YES","NO","READY_TEMPLATE_CANDIDATE","Audited family template is complete and no review flag remains.","HUMAN_APPROVE_TEMPLATE_BEFORE_SEED_PATCH","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Subtype intentionally left for review; no broad exercise-name parsing was used."
"싱글 레그 카프 레이즈","ex_5ca7133f","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=CALF_ANKLE_STRENGTH|ANKLE_STIFFNESS_SUPPORT|UNILATERAL_LOWER","CALF_ANKLE_STRENGTH|ANKLE_STIFFNESS_SUPPORT|UNILATERAL_LOWER","ACCESSORY","ISOLATION","EXERCISE","NOT_PRESENT_IN_SEED","CALF_RAISE_ANKLE_STIFFNESS_VARIANTS","NEEDS_SUBTYPE_REVIEW","GASTROCNEMIUS|SOLEUS|TIBIALIS_ANTERIOR|DEEP_CORE","{""GASTROCNEMIUS"":0.35,""SOLEUS"":0.3,""TIBIALIS_ANTERIOR"":0.1,""DEEP_CORE"":0.05,""GLUTE_MED_MIN"":0.05,""QUADRICEPS"":0.05,""HAMSTRINGS"":0.05,""HIP_ADDUCTORS"":0.05}","ANKLE_CALF_SUPPORT","CALF_ACHILLES_ANKLE_STIFFNESS","VOLUME_LOAD","LOCAL_MUSCLE, ELASTIC_SSC for hops/pogos","NONE by default","ANKLE_SSC_SUPPORT, LANDING_SUPPORT","FATIGUE, HYPERTROPHY_VOLUME, BADMINTON_TRANSFER for SSC drills, BALANCE","A_OPENSTAX_11_6|E_BADMINTON_LUNGE_PMC7648456","anatomy_textbook","MEDIUM","YES","NO","NO","NO","NO","YES","YES","YES","NO","NEEDS_SOURCE_REVIEW","Family is usable as a draft, but evidence source verification remains.","VERIFY_EXISTING_SOURCE_IDS","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Subtype intentionally left for review; no broad exercise-name parsing was used. Sources need network recheck: E_BADMINTON_LUNGE_PMC7648456"
"싱글 레그 힙 쓰러스트","ex_d634055c","category=근력운동; movement_category=SUPPORT; force_type=HINGE; movement_pattern=HIP_EXTENSION|GLUTE_STRENGTH|POSTERIOR_CHAIN_ACCESSORY|PELVIC_STABILITY|UNILATERAL_LOWER","HIP_EXTENSION|GLUTE_STRENGTH|POSTERIOR_CHAIN_ACCESSORY|PELVIC_STABILITY|UNILATERAL_LOWER","SUPPORT","HINGE","EXERCISE","NOT_PRESENT_IN_SEED","HIP_THRUST_GLUTE_BRIDGE_VARIANTS","NEEDS_SUBTYPE_REVIEW","GLUTE_MAX|HAMSTRINGS|GLUTE_MED_MIN|HIP_ADDUCTORS|DEEP_CORE|OBLIQUES","{""GLUTE_MAX"":0.45,""HAMSTRINGS"":0.15,""GLUTE_MED_MIN"":0.12,""HIP_ADDUCTORS"":0.08,""DEEP_CORE"":0.1,""OBLIQUES"":0.05,""QUADRICEPS"":0.05}","GLUTE_POSTERIOR_CHAIN_ACCESSORY","HIP_THRUST_GLUTE","VOLUME_LOAD","LOCAL_MUSCLE, moderate systemic if heavily loaded, low axial compared with deadlift","NONE","POSTERIOR_CHAIN_CAPACITY, HIP_STABILITY_SUPPORT","FATIGUE, HYPERTROPHY_VOLUME, BALANCE","C_HIP_THRUST_REVIEW_PMC6544005|C_GLUTE_MAX_REVIEW_PMC7039033|C_GLUTE_REHAB_EMG_PMC3201064","emg_study","MEDIUM","YES","NO","NO","NO","NO","YES","YES","YES","NO","NEEDS_SOURCE_REVIEW","Family is usable as a draft, but evidence source verification remains.","VERIFY_EXISTING_SOURCE_IDS","Draft only; do not mutate seed without human approval. Muscle contribution is an app-internal heuristic, not a physiological measurement. Subtype intentionally left for review; no broad exercise-name parsing was used. Sources need network recheck: C_GLUTE_REHAB_EMG_PMC3201064"
