korean,english,provenance,sourcePath
검색어 지우기,Clear search term,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
검토된 최소 local 관측 수 미충족,Minimum number of local observations reviewed not met,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/strengthperformance/PersistentStrengthPerformanceSummary.kt
계산 중,Calculating,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/fatigue/DailyFatigueModels.kt
계산기가 추가 오류 메시지를 남기지 않았습니다.,The calculator did not leave any additional error messages.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/PerformanceTrendSummaryService.kt
계획,Plan,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
계획 0세트,Plan 0 sets,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
계획대로 진행 가능,Can proceed as planned,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/PhaseAwareTodayStatus.kt
계획에 보완할 여지가 있습니다,There is room for improvement in the plan,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/text/AnalysisSentencePolicy.kt
계획으로 복사,copy to plan,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
고강도 인터벌,high intensity intervals,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/InitialProfileDialog.kt
고강도 항목 조절,Adjustable high-intensity items,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/PhaseAwareTodayStatus.kt
고관절,hip joint,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/InitialProfileDialog.kt
고반복/볼륨,High repetitions/volume,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisStrengthTrendSections.kt
고반복/볼륨(10회 이상),High repetitions/volume (10 or more),CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisStrengthTrendSections.kt
고부하 항목 조절,Throttling high-load items,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/PhaseAwareTodayStatus.kt
고속 풋워크,high speed footwork,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/FatigueDetailSectionBuilder.kt
고중량 하체,Heavy lower body,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/FatigueDetailSectionBuilder.kt
고중량/힘 기반 신경계 피로,Heavy/force-based nervous system fatigue,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/FatigueDetailSectionBuilder.kt
고중량·힘 신경계,High weight/strength nervous system,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/coach/CoachFatigueCauseAnalyzer.kt
고축부하 힌지,High load hinge,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/InitialProfileReadinessAdjuster.kt
곡선 ${point.curveProfileId ?:,curve ${point.curveProfileId ?:,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
곡선 ${selected.curveProfileId ?:,Curve ${selected.curveProfileId ?:,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
곡선 경계 ${summary.curveVersionBoundaries.ifEmpty { listOf(,Curve Boundaries ${summary.curveVersionBoundaries.ifEmpty { listOf(,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
곡선 보정 ${selected.curveCalibrationStatus ?:,Curve Calibration ${selected.curveCalibrationStatus ?:,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
공백 이유,blank reason,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/InitialProfileDialog.kt
공유 근력 신호 전이 조건 미충족,Shared strength signal transition condition not met,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/strengthperformance/PersistentStrengthPerformanceSummary.kt
공유 프레스,share press,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisProxyPerformanceUi.kt
과,class,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/TodayFatigueStatusLabeler.kt
관계,relationship,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisChartUi.kt
관계 분석은 기록이 더 필요합니다.,Relationship analysis requires more records.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisChartUi.kt
관계 탐색 지표를 계산하고 있습니다.,We are calculating relationship navigation metrics.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisScreen.kt
관계 탐색기,relationship explorer,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
관계를 비교할 주간 지표 기록이 부족합니다.,There is a lack of weekly indicator records to compare relationships with.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
관련 운동 수행을 함께 반영한 추정 범위입니다. 실제 e1RM 기록을 대체하지 않습니다.,This is an estimated range that also reflects related exercise performance. It does not replace your actual e1RM recording.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisProxyPerformanceUi.kt
관련 운동 자체 추정,Self-estimation of related movements,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
"관련 운동의 수행 신호를 이용한 실험적 사후추정입니다. 실제 기록을 대체하지 않으며, 기존 Bayesian 시계열 분석과 별도입니다.",This is an experimental post-estimate using performance signals of related movements. It does not replace actual records and is separate from traditional Bayesian time series analysis.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisProxyPerformanceUi.kt
관리 종료,Management end,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/ExerciseScreen.kt
관절 복합체별 회복 상태와 주요 기여 운동을 봅니다.,View recovery status and key contributing exercises for each joint complex.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisScreen.kt
관절 안정성,joint stability,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
관절/건,joints/tendons,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/RecoverySignalInterpreter.kt
관절/건 불편감,Joint/tendon discomfort,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
관절/건 불편감 입력,Enter joint/tendon discomfort,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/coach/CoachCheckInInterpreter.kt
관절/건 불편감 입력을 확인합니다,Confirm joint/tendon discomfort input,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/coach/JointTendonWarningAnalyzer.kt
관절/건 불편감 입력이 높습니다.,Joint/tendon discomfort input is high.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/RecoverySignalInterpreter.kt
관절/건 불편감이 높게 입력되어 감속·착지·고중량 하체 운동은 주의가 필요합니다.,"Joint/tendon discomfort is high, so caution is required when decelerating, landing, and performing heavy lower body exercises.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/coach/CoachCheckInInterpreter.kt
관절/건/충격,Joint/tendon/impact,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
관절보호곡선,joint protection curve,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRcvAssetRepository.kt
관절복합체명,Joint complex name,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRcvAssetRepository.kt
광배,lats,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/MuscleGroupKeyNormalizer.kt
국소 근육,local muscle,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/coach/CoachCheckInInterpreter.kt
국소/부위 부담,Local/regional burden,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
굿모닝,good morning,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/MuscleLoadInputBuilder.kt
규칙표와 운동 풀을 확인하는 중입니다.,Checking the rule table and exercise pool.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
그립 고반복,Grip high reps,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/FatigueDetailSectionBuilder.kt
그립/전완,Grip/Forearm,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/TodayReadinessSentenceBuilder.kt
근거 상태,basis state,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
근거 신뢰도,Evidence reliability,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
근거URL,Source URL,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRcvAssetRepository.kt
근력 경력 년,Years of strength experience,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/InitialProfileDialog.kt
근력 분,muscle strength,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/InitialProfileDialog.kt
근력 유지,maintain strength,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/InitialProfileDialog.kt
근력 주당,strength per week,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/InitialProfileDialog.kt
근력 평균 RPE,Strength Average RPE,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/InitialProfileDialog.kt
근력 평균 RPE는 1부터 10까지의 숫자만 저장됩니다.,The strength average RPE is stored only as a number from 1 to 10.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/InitialProfileDialog.kt
근력 향상,Increased strength,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/InitialProfileDialog.kt
근력운동 부담,Strength exercise burden,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
근력운동 퍼포먼스,strength training performance,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
근력운동과 배드민턴 전이훈련의 균형을 보정했습니다.,The balance between strength training and badminton transfer training has been corrected.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/ProgramEvaluationPolicy.kt
근력운동에서 발생한 주간 피로 부담,Weekly fatigue caused by strength training,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisMetricRegistry.kt
근비대,hypertrophy,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt
근비대/체형,Hypertrophy/body type,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/InitialProfileDialog.kt
근신경계,muscular nervous system,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
근신경계 피로,neuromuscular fatigue,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/CommonUi.kt
근육군 선택,Muscle group selection,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisStrengthTrendSections.kt
근육군별 운동량,Training volume for each muscle group,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/lab/AnalysisLabModels.kt
근육군별 운동량 기록이 부족합니다.,There is a lack of records of exercise volume for each muscle group.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisStrengthTrendSections.kt
근육군별 운동량 비율,Exercise volume ratio for each muscle group,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisStrengthTrendSections.kt
근육군별 운동량 비율 추이,Trends in exercise volume ratio by muscle group,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisStrengthTrendSections.kt
근육군별 운동량은 운동 기록과 메타데이터를 바탕으로 추정한 상대 지표입니다.,The amount of exercise for each muscle group is a relative indicator estimated based on exercise records and metadata.,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisStrengthTrendSections.kt
근육통,myalgia,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/InitialProfileDialog.kt
금,gold,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/trends/AnalysisChartTemporalPolicy.kt
급성기계곡선,Acute mechanical curve,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRcvAssetRepository.kt
기간을 프로그램으로 저장,Save the period as a program,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
기능,function,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
기능곡선,Functional curve,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRcvAssetRepository.kt
기능성운동,functional exercise,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt
기록,Record,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
기록 기간을 프로그램으로 저장,Save the recording period as a program,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
기록 기준으로는,Based on records,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/text/AnalysisSentencePolicy.kt
기록 백업 실패: ${error.message ?:,History backup failed: ${error.message ?:,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
기록 상태까지 선택 복사,Copy selection up to record status,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
기록 없음,no record,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
기록 접기,fold record,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisPersistentStrengthPerformanceUi.kt
기록상태까지 복사,Copy to record state,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/localization/GeneratedLocalizationCatalogue.kt
기록이 더 쌓이면 개인 기준선 판단이 안정됩니다.,"As you accumulate more records, your personal baseline judgment will stabilize.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/analysis/readiness/AdaptiveBaselineCalculator.kt
기립,rising,CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/data/MuscleGroupKeyNormalizer.kt
기본 horizon은 2주이며 1~8주에서 선택할 수 있습니다. 자료가 부족하면 가능한 기간으로 자동 축소합니다.,"The default horizon is 2 weeks, and you can select from 1 to 8 weeks. If there is insufficient data, the period is automatically reduced to the available period.",CODEX_GENERATED_ENGLISH,app/src/main/java/com/training/trackplanner/AnalysisLabUi.kt
