"stableKey","exerciseName","currentActivityKind","currentPlanningEligibility","movementFamily","movementSubtype","programSlot","redundancyGroup","progressMetricType","strengthProgressionGroup","analysisEligibility","primaryStressProfile","secondaryStressTags","tendonStressTags","ligamentJointStabilityStressTags","jointImpactStressTags","cognitiveStressTags","sportContextTags","recoveryDecayProfile","stressMagnitudeHint","badmintonTransferLevel","badmintonTransferType","badmintonSkillTargets","badmintonPhysicalQualities","transferConfidence","sourceConfidenceLevel","finalSourceStatus","neuromuscularStressLevel","systemicMuscularStressLevel","localMuscularStressLevel","jointTendonImpactStressLevel","movementFocusDemandLevel","recoveryDurationClass","appCueProfile"
"ex_3c3692aa","케이블 원암 로우","EXERCISE","PROGRAM_SELECTABLE","ROW_VARIANTS","ONE_ARM_CABLE_ROW","HORIZONTAL_PULL_STRENGTH","HORIZONTAL_PULL_COMPOUND","VOLUME_LOAD","HORIZONTAL_PULL_COMPOUND","FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BADMINTON_SUPPORTIVE|BALANCE","HORIZONTAL_ROW_STRESS","LAT_LOAD|UPPER_BACK_LOAD|REAR_DELTOID_LOAD|BICEPS_LOAD|GRIP_LOAD|SCAPULAR_STABILITY_LOAD","BICEPS_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS","SHOULDER_JOINT_STABILITY_STRESS|ELBOW_JOINT_STRESS","NONE","NONE","NONE","MEDIUM","MODERATE","SUPPORTIVE","SHOULDER_SCAPULAR_SUPPORTIVE","OVERHEAD_CLEAR|DRIVE","SHOULDER_DURABILITY|SCAPULAR_CONTROL","LOW","SOURCE_WEAK_BUT_ACCEPTABLE","SOURCE_ACCEPTED_WITH_LIMITATION","MODERATE","MODERATE","HIGH","MODERATE","MODERATE","MEDIUM","NONE"
"ex_eb636bac","케이블 원암 트라이셉스 익스텐션","EXERCISE","PROGRAM_SELECTABLE","ELBOW_EXTENSION_TRICEPS_ISOLATION_VARIANTS","CABLE_ONE_ARM_TRICEPS_EXTENSION","TRICEPS_ACCESSORY","ELBOW_EXTENSION_TRICEPS","VOLUME_LOAD","ELBOW_EXTENSION_TRICEPS","FATIGUE|HYPERTROPHY_VOLUME|BALANCE","ISOLATION_ACCESSORY_STRESS","TRICEPS_LOCAL_LOAD|ELBOW_EXTENSION_LOAD","TRICEPS_TENDON_STRESS|ELBOW_TENDON_STRESS","NONE","NONE","NONE","NONE","SHORT","LOW","NONE","NONE","NONE","NONE","NONE","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","LOW","LOW","HIGH","MODERATE","LOW","SHORT","NONE"
"ex_e709eeda","케이블 컬","EXERCISE","PROGRAM_SELECTABLE","ELBOW_FLEXION_BICEPS_CURL_VARIANTS","CABLE_CURL","BICEPS_ACCESSORY","ELBOW_FLEXION_CURL","VOLUME_LOAD","ELBOW_FLEXION_CURL","FATIGUE|HYPERTROPHY_VOLUME|BALANCE","ISOLATION_ACCESSORY_STRESS","BICEPS_LOCAL_LOAD|ELBOW_FLEXION_LOAD|GRIP_FOREARM_LOAD","BICEPS_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS","NONE","NONE","NONE","NONE","SHORT","LOW","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","GRIP_ENDURANCE","LOW","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","LOW","LOW","HIGH","MODERATE","LOW","SHORT","NONE"
"ex_fa34ddfe","케이블 킥백","EXERCISE","PROGRAM_SELECTABLE","GLUTE_ISOLATION_ACCESSORY","CABLE_KICKBACK","GLUTE_ACCESSORY","GLUTE_ISOLATION_ACCESSORY","LOAD_REPS","GLUTE_ISOLATION_ACCESSORY","HYPERTROPHY_VOLUME|FATIGUE","ISOLATION_ACCESSORY_STRESS","GLUTE_LOCAL_LOAD|HIP_EXTENSION_LOAD","NONE","HIP_PELVIS_STABILITY_STRESS","NONE","NONE","NONE","SHORT","LOW","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH","LOW","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","LOW","LOW","HIGH","MODERATE","LOW","SHORT","NONE"
"ex_4c76dbb2","케이블 풀스루","EXERCISE","PROGRAM_SELECTABLE","DEADLIFT_HINGE_VARIANTS","CABLE_PULL_THROUGH","POSTERIOR_CHAIN_ACCESSORY","HIP_EXTENSION_ACCESSORY","VOLUME_LOAD","HIP_EXTENSION_ACCESSORY","FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE","HINGE_POSTERIOR_CHAIN_STRESS","HAMSTRING_LOAD|GLUTE_LOAD|CORE_BRACING_LOAD","HAMSTRING_TENDON_STRESS","HIP_ROTATIONAL_CONTROL_STRESS|LUMBOPELVIC_CONTROL_STRESS","NONE","NONE","NONE","MEDIUM","MODERATE","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH","LOW","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","MODERATE","MODERATE","HIGH","MODERATE","MODERATE","MEDIUM","NONE"
"ex_4c779df2","케이블 플라이","EXERCISE","PROGRAM_SELECTABLE","CHEST_ISOLATION","CABLE_FLY","CHEST_ISOLATION_ACCESSORY","CHEST_FLY_ISOLATION","LOAD_REPS","CHEST_FLY_ISOLATION","HYPERTROPHY_VOLUME|FATIGUE","ISOLATION_ACCESSORY_STRESS","PECTORAL_LOCAL_LOAD","PECTORAL_TENDON_STRESS","SHOULDER_SCAPULAR_STABILITY_STRESS","NONE","NONE","NONE","SHORT","LOW","NONE","NONE","NONE","NONE","NONE","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","LOW","LOW","HIGH","MODERATE","LOW","SHORT","NONE"
"ex_b69ab702","크로스바디 해머 컬","EXERCISE","PROGRAM_SELECTABLE","ELBOW_FLEXION_BRACHIALIS_BRACHIORADIALIS_VARIANTS","CROSS_BODY_HAMMER_CURL","BRACHIALIS_FOREARM_ACCESSORY","ELBOW_FLEXION_NEUTRAL_PRONATED_CURL","VOLUME_LOAD","ELBOW_FLEXION_NEUTRAL_PRONATED_CURL","FATIGUE|HYPERTROPHY_VOLUME|BALANCE","ISOLATION_ACCESSORY_STRESS","BRACHIALIS_BRACHIORADIALIS_LOAD|ELBOW_FLEXION_LOAD|GRIP_FOREARM_LOAD","FOREARM_FLEXOR_TENDON_STRESS|FOREARM_EXTENSOR_TENDON_STRESS","NONE","NONE","NONE","NONE","SHORT","LOW","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","GRIP_ENDURANCE","LOW","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","LOW","LOW","HIGH","MODERATE","LOW","SHORT","NONE"
"ex_27b3deb5","클로즈그립 벤치프레스","EXERCISE","PROGRAM_SELECTABLE","BENCH_PRESS_DUMBBELL_PRESS_MACHINE_PRESS_VARIANTS","CLOSE_GRIP_BENCH_PRESS_TRICEPS_EMPHASIS","TRICEPS_EMPHASIS_COMPOUND_PUSH","CLOSE_GRIP_BENCH_TRICEPS_PUSH","VOLUME_LOAD","CLOSE_GRIP_BENCH_TRICEPS_PUSH","FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE","HORIZONTAL_PUSH_STRESS","PECTORAL_LOAD|TRICEPS_LOAD|ANTERIOR_DELTOID_LOAD","PECTORAL_TENDON_STRESS|TRICEPS_TENDON_STRESS","SHOULDER_SCAPULAR_STABILITY_STRESS","NONE","NONE","NONE","MEDIUM","MODERATE","NONE","NONE","NONE","NONE","NONE","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","MODERATE","MODERATE","HIGH","MODERATE","MODERATE","MEDIUM","NONE"
"ex_885b629","킥스탠스 RDL","EXERCISE","PROGRAM_SELECTABLE","DEADLIFT_HINGE_VARIANTS","KICKSTAND_RDL","UNILATERAL_HINGE_ACCESSORY","SINGLE_LEG_HINGE_STABILITY","VOLUME_LOAD","SINGLE_LEG_HINGE_STABILITY","FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE|BADMINTON_SUPPORTIVE","UNILATERAL_LOWER_STABILITY_STRESS","HAMSTRING_LOAD|GLUTE_LOAD|HIP_STABILITY_LOAD|CORE_BRACING_LOAD","HAMSTRING_TENDON_STRESS","HIP_ROTATIONAL_CONTROL_STRESS|LUMBOPELVIC_CONTROL_STRESS","NONE","NONE","NONE","MEDIUM","MODERATE","SUPPORTIVE","LOWER_BODY_SUPPORTIVE","FIRST_STEP|CHANGE_OF_DIRECTION","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH|SINGLE_LEG_STABILITY|HIP_CONTROL|FRONTAL_PLANE_CONTROL","MEDIUM","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","MODERATE","MODERATE","HIGH","MODERATE","HIGH","MEDIUM","NONE"
"ex_fa570291","트라이셉스 푸시다운","EXERCISE","PROGRAM_SELECTABLE","ELBOW_EXTENSION_TRICEPS_ISOLATION_VARIANTS","TRICEPS_PUSHDOWN","TRICEPS_ACCESSORY","ELBOW_EXTENSION_TRICEPS","VOLUME_LOAD","ELBOW_EXTENSION_TRICEPS","FATIGUE|HYPERTROPHY_VOLUME|BALANCE","ISOLATION_ACCESSORY_STRESS","TRICEPS_LOCAL_LOAD|ELBOW_EXTENSION_LOAD","TRICEPS_TENDON_STRESS|ELBOW_TENDON_STRESS","NONE","NONE","NONE","NONE","SHORT","LOW","NONE","NONE","NONE","NONE","NONE","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","LOW","LOW","HIGH","MODERATE","LOW","SHORT","NONE"
"ex_3caa236b","파이크 푸시업","EXERCISE","PROGRAM_SELECTABLE","BODYWEIGHT_VERTICAL_PUSH_VARIANTS","PIKE_PUSH_UP","BODYWEIGHT_VERTICAL_PUSH","BODYWEIGHT_VERTICAL_PUSH","VOLUME_LOAD","BODYWEIGHT_VERTICAL_PUSH","FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE","OVERHEAD_PUSH_STRESS","DELTOID_LOAD|TRICEPS_LOAD|OVERHEAD_REPETITION_LOAD","ROTATOR_CUFF_TENDON_STRESS|TRICEPS_TENDON_STRESS","SHOULDER_SCAPULAR_STABILITY_STRESS","NONE","NONE","NONE","MEDIUM","MODERATE","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","SHOULDER_DURABILITY|SCAPULAR_CONTROL|ROTATOR_CUFF_CONTROL","LOW","VERIFIED_FAMILY","SOURCE_ACCEPTED","MODERATE","MODERATE","HIGH","MODERATE","HIGH","MEDIUM","NONE"
"face_pull","페이스풀","EXERCISE","PROGRAM_SELECTABLE","SCAPULAR_RETRACTION_EXTERNAL_ROTATION_CONTROL_VARIANTS","FACE_PULL","SCAPULAR_CONTROL_ACCESSORY","SCAPULAR_RETRACTION_EXTERNAL_ROTATION","QUALITY_BASED","NOT_APPLICABLE","FATIGUE|RECOVERY_ONLY|BALANCE|BADMINTON_SUPPORTIVE","LOW_LOAD_PREHAB_CONTROL_STRESS","LOW_LOAD_CONTROL|LOCAL_STABILIZER_LOAD","ROTATOR_CUFF_TENDON_STRESS","SHOULDER_SCAPULAR_STABILITY_STRESS","NONE","NONE","NONE","SHORT","LOW","SUPPORTIVE","SHOULDER_SCAPULAR_SUPPORTIVE","OVERHEAD_CLEAR|SMASH|DRIVE","SHOULDER_DURABILITY|SCAPULAR_CONTROL|ROTATOR_CUFF_CONTROL","MEDIUM","VERIFIED_FAMILY","SOURCE_ACCEPTED","LOW","LOW","MODERATE","MODERATE","HIGH","SHORT","NONE"
"ex_28902b13","푸시업","EXERCISE","PROGRAM_SELECTABLE","PUSH_UP_VARIANTS","PUSH_UP","UPPER_PUSH_ACCESSORY","BODYWEIGHT_HORIZONTAL_PUSH","REPS_AT_LOAD","BODYWEIGHT_HORIZONTAL_PUSH","FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE","BODYWEIGHT_PUSH_STRESS","PECTORAL_LOAD|TRICEPS_LOAD|SHOULDER_CONTROL_LOAD|CORE_BRACING_LOAD","PECTORAL_TENDON_STRESS|TRICEPS_TENDON_STRESS","SHOULDER_SCAPULAR_STABILITY_STRESS","NONE","NONE","NONE","SHORT","LOW","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","SHOULDER_DURABILITY","LOW","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","LOW","LOW","MODERATE","MODERATE","MODERATE","SHORT","NONE"
"pull_up","풀업","EXERCISE","PROGRAM_SELECTABLE","PULL_UP_CHIN_UP_LAT_PULLDOWN_VARIANTS","PULL_UP","VERTICAL_PULL_STRENGTH","VERTICAL_PULL_COMPOUND","ESTIMATED_1RM","VERTICAL_PULL_COMPOUND","FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE","VERTICAL_PULL_STRESS","LAT_LOAD|BICEPS_LOAD|GRIP_LOAD|SCAPULAR_CONTROL_LOAD|CORE_BRACING_LOAD|BODYWEIGHT_LOAD","BICEPS_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS","SHOULDER_JOINT_STABILITY_STRESS","NONE","NONE","NONE","MEDIUM","MODERATE","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","SHOULDER_DURABILITY|SCAPULAR_CONTROL","LOW","VERIFIED_FAMILY","SOURCE_ACCEPTED","MODERATE","MODERATE","HIGH","MODERATE","MODERATE","MEDIUM","NONE"
"ex_c5043892","프론트 스쿼트","EXERCISE","PROGRAM_SELECTABLE","SQUAT_VARIANTS","FRONT_SQUAT","MAIN_LOWER_STRENGTH","SQUAT_PATTERN_HEAVY_LOWER","ESTIMATED_1RM","SQUAT_PATTERN_HEAVY_LOWER","FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE","HEAVY_AXIAL_LOWER_STRESS","QUAD_LOAD|GLUTE_LOAD|HAMSTRING_LOAD|BARBELL_LOAD|HEAVY_LOAD|NEURAL_LOAD|CORE_BRACING_LOAD","PATELLAR_TENDON_STRESS","KNEE_VALGUS_CONTROL_STRESS|KNEE_ROTATIONAL_STABILITY_STRESS|LUMBOPELVIC_CONTROL_STRESS","NONE","NONE","NONE","VERY_LONG","VERY_HIGH","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH","LOW","HEURISTIC_ACCEPTED","SOURCE_ACCEPTED","HIGH","HIGH","HIGH","HIGH","HIGH","VERY_LONG","NONE"
"ex_7ce96a7a","프론트풋 엘리베이티드 스플릿 스쿼트","EXERCISE","PROGRAM_SELECTABLE","LUNGE_SPLIT_SQUAT_VARIANTS","FRONT_FOOT_ELEVATED_SPLIT_SQUAT","UNILATERAL_LOWER_STRENGTH","LUNGE_UNILATERAL_LOWER","VOLUME_LOAD","LUNGE_UNILATERAL_LOWER","FATIGUE|HYPERTROPHY_VOLUME|BADMINTON_SUPPORTIVE|BALANCE","UNILATERAL_LOWER_STABILITY_STRESS","QUAD_LOAD|GLUTE_LOAD|UNILATERAL_CONTROL_LOAD|SINGLE_LEG_STABILITY_LOAD|HIP_CONTROL_LOAD","PATELLAR_TENDON_STRESS","KNEE_VALGUS_CONTROL_STRESS|HIP_ROTATIONAL_CONTROL_STRESS|LUMBOPELVIC_CONTROL_STRESS","NONE","NONE","NONE","MEDIUM","MODERATE","SUPPORTIVE","LOWER_BODY_SUPPORTIVE","FIRST_STEP|CHANGE_OF_DIRECTION","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH|SINGLE_LEG_STABILITY|HIP_CONTROL|FRONTAL_PLANE_CONTROL","MEDIUM","VERIFIED_FAMILY","SOURCE_ACCEPTED","MODERATE","MODERATE","HIGH","MODERATE","HIGH","MEDIUM","NONE"
"ex_e994008a","프리처 컬","EXERCISE","PROGRAM_SELECTABLE","ELBOW_FLEXION_BICEPS_CURL_VARIANTS","PREACHER_CURL","BICEPS_ACCESSORY","ELBOW_FLEXION_CURL","VOLUME_LOAD","ELBOW_FLEXION_CURL","FATIGUE|HYPERTROPHY_VOLUME|BALANCE","ISOLATION_ACCESSORY_STRESS","BICEPS_LOCAL_LOAD|ELBOW_FLEXION_LOAD|GRIP_FOREARM_LOAD","BICEPS_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS","NONE","NONE","NONE","NONE","SHORT","LOW","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","GRIP_ENDURANCE","LOW","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","LOW","LOW","HIGH","MODERATE","LOW","SHORT","NONE"
"ex_91b749b3","플랫 덤벨 플라이","EXERCISE","PROGRAM_SELECTABLE","CHEST_ISOLATION","FLAT_DUMBBELL_FLY","CHEST_ISOLATION_ACCESSORY","CHEST_FLY_ISOLATION","LOAD_REPS","CHEST_FLY_ISOLATION","HYPERTROPHY_VOLUME|FATIGUE","ISOLATION_ACCESSORY_STRESS","PECTORAL_LOCAL_LOAD","PECTORAL_TENDON_STRESS","SHOULDER_SCAPULAR_STABILITY_STRESS","NONE","NONE","NONE","SHORT","LOW","NONE","NONE","NONE","NONE","NONE","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","LOW","LOW","HIGH","MODERATE","LOW","SHORT","NONE"
"ex_2a826c82","할로우 바디 홀드","EXERCISE","PROGRAM_SELECTABLE","ANTI_ROTATION_ANTI_EXTENSION_CORE","HOLLOW_BODY_HOLD","CORE_STABILITY_ACCESSORY","CORE_BRACING_CONTROL","TIME_OR_REPS","CORE_BRACING_CONTROL","ACCESSORY_VOLUME|FATIGUE|BADMINTON_SUPPORTIVE","ISOMETRIC_CORE_BRACING_STRESS","CORE_BRACING_LOAD|ANTI_ROTATION_LOAD","NONE","LUMBOPELVIC_CONTROL_STRESS","NONE","NONE","NONE","SHORT","LOW","SUPPORTIVE","CORE_STABILITY_SUPPORTIVE","CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE","CORE_BRACING|HIP_CONTROL|SINGLE_LEG_STABILITY","MEDIUM","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","LOW","LOW","MODERATE","MODERATE","MODERATE","SHORT","NONE"
"ex_2892da5a","해머 컬","EXERCISE","PROGRAM_SELECTABLE","ELBOW_FLEXION_BRACHIALIS_BRACHIORADIALIS_VARIANTS","HAMMER_CURL","BRACHIALIS_FOREARM_ACCESSORY","ELBOW_FLEXION_NEUTRAL_PRONATED_CURL","VOLUME_LOAD","ELBOW_FLEXION_NEUTRAL_PRONATED_CURL","FATIGUE|HYPERTROPHY_VOLUME|BALANCE","ISOLATION_ACCESSORY_STRESS","BRACHIALIS_BRACHIORADIALIS_LOAD|ELBOW_FLEXION_LOAD|GRIP_FOREARM_LOAD","FOREARM_FLEXOR_TENDON_STRESS|FOREARM_EXTENSOR_TENDON_STRESS","NONE","NONE","NONE","NONE","SHORT","LOW","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","GRIP_ENDURANCE","LOW","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","LOW","LOW","HIGH","MODERATE","LOW","SHORT","NONE"
"ex_e9e97659","핵 스쿼트","EXERCISE","PROGRAM_SELECTABLE","SQUAT_VARIANTS","HACK_SQUAT","MAIN_LOWER_STRENGTH","SQUAT_PATTERN_HEAVY_LOWER","VOLUME_LOAD","SQUAT_PATTERN_HEAVY_LOWER","FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE","MACHINE_LOWER_BODY_STRESS","QUAD_LOAD|GLUTE_LOAD|MACHINE_GUIDED_LOAD","PATELLAR_TENDON_STRESS","KNEE_VALGUS_CONTROL_STRESS|KNEE_ROTATIONAL_STABILITY_STRESS|LUMBOPELVIC_CONTROL_STRESS","NONE","NONE","NONE","LONG","HIGH","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH","LOW","HEURISTIC_ACCEPTED","SOURCE_ACCEPTED","MODERATE","MODERATE","HIGH","MODERATE","LOW","LONG","NONE"
"ex_fa2e73b3","핸드스탠드 푸시업","EXERCISE","PROGRAM_SELECTABLE","BODYWEIGHT_VERTICAL_PUSH_VARIANTS","HANDSTAND_PUSH_UP","BODYWEIGHT_VERTICAL_PUSH","HANDSTAND_VERTICAL_PUSH","VOLUME_LOAD","HANDSTAND_VERTICAL_PUSH","FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE","OVERHEAD_PUSH_STRESS","DELTOID_LOAD|TRICEPS_LOAD|OVERHEAD_REPETITION_LOAD","ROTATOR_CUFF_TENDON_STRESS|TRICEPS_TENDON_STRESS","SHOULDER_SCAPULAR_STABILITY_STRESS","NONE","NONE","NONE","MEDIUM","HIGH","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","SHOULDER_DURABILITY|SCAPULAR_CONTROL|ROTATOR_CUFF_CONTROL","LOW","VERIFIED_FAMILY","SOURCE_ACCEPTED","MODERATE","MODERATE","HIGH","MODERATE","HIGH","MEDIUM","NONE"
"ex_b3f447be","행잉 레그 레이즈","EXERCISE","PROGRAM_SELECTABLE","CORE_FLEXION_ANTERIOR_CORE","HANGING_LEG_RAISE","CORE_FLEXION_ACCESSORY","ANTERIOR_CORE_FLEXION","REPS_OR_TIME","ANTERIOR_CORE_FLEXION","ACCESSORY_VOLUME|FATIGUE","DYNAMIC_CORE_FLEXION_STRESS","ANTERIOR_CORE_LOAD|HIP_FLEXION_LOAD","NONE","LUMBOPELVIC_CONTROL_STRESS","NONE","NONE","NONE","SHORT","MODERATE","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","CORE_BRACING","LOW","HEURISTIC_ACCEPTED","SOURCE_ACCEPTED","LOW","LOW","HIGH","MODERATE","MODERATE","SHORT","NONE"
"ex_721f7b5b","힙 쓰러스트","EXERCISE","PROGRAM_SELECTABLE","HIP_THRUST_GLUTE_BRIDGE_VARIANTS","HIP_THRUST","GLUTE_POSTERIOR_CHAIN_ACCESSORY","HIP_THRUST_GLUTE","VOLUME_LOAD","HIP_THRUST_GLUTE","FATIGUE|HYPERTROPHY_VOLUME|BALANCE","HINGE_POSTERIOR_CHAIN_STRESS","GLUTE_LOAD|HAMSTRING_LOAD|HIP_CONTROL_LOAD|CORE_BRACING_LOAD","HAMSTRING_TENDON_STRESS","HIP_ROTATIONAL_CONTROL_STRESS|LUMBOPELVIC_CONTROL_STRESS","NONE","NONE","NONE","MEDIUM","MODERATE","GENERAL","GENERAL_STRENGTH_SUPPORTIVE","NONE","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH","LOW","VERIFIED_FAMILY","SOURCE_ACCEPTED","MODERATE","MODERATE","HIGH","MODERATE","MODERATE","MEDIUM","NONE"
"ex_eaea872c","힙 어덕션","EXERCISE","PROGRAM_SELECTABLE","HIP_ADDUCTION_ACCESSORY","HIP_ADDUCTION_MACHINE_OR_CABLE","HIP_ADDUCTOR_ACCESSORY","HIP_ADDUCTION_ACCESSORY","LOAD_REPS","HIP_ADDUCTION_ACCESSORY","HYPERTROPHY_VOLUME|FATIGUE|BADMINTON_SUPPORTIVE","ISOLATION_ACCESSORY_STRESS","HIP_ADDUCTOR_LOCAL_LOAD","ADDUCTOR_TENDON_STRESS","HIP_PELVIS_STABILITY_STRESS","NONE","NONE","NONE","SHORT","LOW","SUPPORTIVE","LOWER_BODY_SUPPORTIVE","FIRST_STEP|CHANGE_OF_DIRECTION","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH|SINGLE_LEG_STABILITY|HIP_CONTROL|FRONTAL_PLANE_CONTROL","MEDIUM","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","LOW","LOW","HIGH","MODERATE","LOW","SHORT","NONE"
"ex_728da646","힙 어브덕션","EXERCISE","PROGRAM_SELECTABLE","HIP_ABDUCTION_GLUTE_MED_ACCESSORY","HIP_ABDUCTION_MACHINE","HIP_ABDUCTOR_GLUTE_MED_ACCESSORY","HIP_ABDUCTION_GLUTE_MED_ACCESSORY","LOAD_REPS_OR_REPS","HIP_ABDUCTION_GLUTE_MED_ACCESSORY","HYPERTROPHY_VOLUME|FATIGUE|BADMINTON_SUPPORTIVE","ISOLATION_ACCESSORY_STRESS","GLUTE_MED_LOCAL_LOAD|HIP_ABDUCTION_LOAD","GLUTE_MED_TENDON_STRESS","HIP_PELVIS_STABILITY_STRESS","NONE","NONE","NONE","SHORT","LOW","SUPPORTIVE","LOWER_BODY_SUPPORTIVE","FIRST_STEP|CHANGE_OF_DIRECTION","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH|SINGLE_LEG_STABILITY|HIP_CONTROL|FRONTAL_PLANE_CONTROL","MEDIUM","ANATOMY_SUPPORTED","SOURCE_ACCEPTED","LOW","LOW","HIGH","MODERATE","LOW","SHORT","NONE"
"ex_91d8430b","30초 반복 스매시 테스트","EXERCISE","ANALYSIS_ONLY","BADMINTON_OVERHEAD_POWER_TEST","BADMINTON_OVERHEAD_POWER_TEST","NOT_APPLICABLE","NOT_APPLICABLE","COUNT_ONLY","NOT_APPLICABLE","FATIGUE|BADMINTON_TRANSFER|TEST_METRIC","OVERHEAD_RACKET_STRESS","OVERHEAD_REPETITION_LOAD|ROTATION_POWER_LOAD|GRIP_FOREARM_LOAD","ROTATOR_CUFF_TENDON_STRESS|ELBOW_TENDON_STRESS","SHOULDER_SCAPULAR_STABILITY_STRESS","NONE","TECHNICAL_CONCENTRATION_LOAD|MOTOR_LEARNING_LOAD","BADMINTON_OVERHEAD_TEST|BADMINTON_DIRECT_TRANSFER","MEDIUM","MODERATE","DIRECT","OVERHEAD_HITTING_DIRECT|RALLY_CONDITIONING_DIRECT","SMASH|RALLY_TOLERANCE","SHOULDER_DURABILITY|GRIP_ENDURANCE|ANAEROBIC_REPEATABILITY","HIGH","SOURCE_WEAK_BUT_ACCEPTABLE","SOURCE_ACCEPTED_WITH_LIMITATION","HIGH","MODERATE","MODERATE","MODERATE","VERY_HIGH","MEDIUM","NONE"
"ex_bc84eb7f","6방향 랜덤 콕줍기","EXERCISE","PROGRAM_SELECTABLE","FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS","RANDOM_SHUTTLE_PICKUP_6_DIRECTION","BADMINTON_FOOTWORK","BADMINTON_COURT_FOOTWORK","TIME_OR_DISTANCE","NOT_APPLICABLE","FATIGUE|BADMINTON_TRANSFER|BALANCE","COURT_SPORT_MOVEMENT_STRESS","DECELERATION_LOAD|ELASTIC_SSC_LOAD|NEURAL_SPEED_LOAD","PATELLAR_TENDON_STRESS|ACHILLES_TENDON_STRESS","KNEE_ANKLE_STABILITY_STRESS|HIP_ROTATIONAL_CONTROL_STRESS","COURT_DECELERATION_IMPACT","REACTION_LOAD|DECISION_MAKING_LOAD|VISUAL_TRACKING_LOAD","BADMINTON_LUNGE_REACH|BADMINTON_FOOTWORK|BADMINTON_DIRECT_TRANSFER","MEDIUM","MODERATE","DIRECT","FOOTWORK_DIRECT|LUNGE_REACH_DIRECT|REACTION_DECISION_DIRECT","SPLIT_STEP|FIRST_STEP|FRONT_COURT_LUNGE|LATERAL_LUNGE|DEFENSIVE_COVERAGE","REACTIVE_AGILITY|DECELERATION|SINGLE_LEG_STABILITY|HIP_CONTROL","HIGH","VERIFIED_FAMILY","SOURCE_ACCEPTED","HIGH","HIGH","HIGH","HIGH","HIGH","MEDIUM","RANDOM_BEEP_CUE"
